Mean TemperatureC,Max TemperatureC_1_days_before,Mean TemperatureC_1_days_before,Min TemperatureC_1_days_before,Dew PointC_1_days_before,MeanDew PointC_1_days_before,Min DewpointC_1_days_before,Max Humidity_1_days_before, Mean Humidity_1_days_before, Min Humidity_1_days_before, Max Sea Level PressurehPa_1_days_before, Mean Sea Level PressurehPa_1_days_before, Min Sea Level PressurehPa_1_days_before, Max VisibilityKm_1_days_before, Mean VisibilityKm_1_days_before, Min VisibilitykM_1_days_before, Max Wind SpeedKm/h_1_days_before, Mean Wind SpeedKm/h_1_days_before,Precipitationmm_1_days_before
26,33.0,27.0,20.0,74.0,72.0,67.0,79.0,68.0,56.0,1015.0,1010.0,1006.0,16.0,14.0,2.0,39.0,13.0,38.0
33,32.0,26.0,20.0,74.0,72.0,67.0,95.0,75.0,55.0,1016.0,1014.0,1012.0,16.0,14.0,2.0,24.0,6.0,0.0
28,31.0,33.0,23.0,74.0,72.0,67.0,95.0,77.0,59.0,1016.0,1014.0,1010.0,16.0,14.0,2.0,24.0,10.0,0.0
29,33.0,28.0,23.0,74.0,72.0,67.0,95.0,77.0,59.0,1015.0,1013.0,1012.0,16.0,14.0,2.0,23.0,14.0,0.0
29,33.0,29.0,24.0,74.0,72.0,67.0,94.0,72.0,49.0,1018.0,1016.0,1014.0,16.0,14.0,2.0,19.0,13.0,0.0
29,33.0,29.0,24.0,72.0,69.0,66.0,88.0,69.0,49.0,1017.0,1016.0,1013.0,16.0,16.0,16.0,19.0,14.0,0.0
29,33.0,29.0,25.0,75.0,72.0,67.0,91.0,68.0,44.0,1017.0,1015.0,1012.0,16.0,14.0,6.0,26.0,14.0,1.0
28,33.0,29.0,24.0,74.0,71.0,66.0,88.0,68.0,47.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,21.0,10.0,0.0
29,33.0,28.0,24.0,73.0,71.0,67.0,88.0,69.0,50.0,1020.0,1017.0,1015.0,16.0,16.0,14.0,21.0,8.0,0.0
28,33.0,29.0,24.0,74.0,72.0,68.0,94.0,72.0,49.0,1018.0,1016.0,1012.0,16.0,16.0,13.0,24.0,10.0,0.0
26,32.0,28.0,24.0,74.0,72.0,68.0,85.0,70.0,55.0,1015.0,1013.0,1010.0,16.0,14.0,13.0,21.0,13.0,0.0
29,31.0,26.0,20.0,75.0,72.0,66.0,88.0,75.0,61.0,1017.0,1014.0,1010.0,16.0,13.0,2.0,26.0,6.0,7.0
27,34.0,29.0,23.0,74.0,72.0,69.0,94.0,72.0,49.0,1018.0,1016.0,1014.0,16.0,14.0,0.0,35.0,6.0,6.0
27,32.0,27.0,22.0,76.0,72.0,68.0,94.0,77.0,59.0,1018.0,1016.0,1013.0,16.0,13.0,0.0,26.0,8.0,12.0
28,31.0,27.0,22.0,75.0,71.0,69.0,94.0,76.0,57.0,1017.0,1014.0,1011.0,16.0,16.0,10.0,24.0,11.0,0.0
30,33.0,28.0,24.0,74.0,72.0,70.0,88.0,69.0,49.0,1014.0,1012.0,1009.0,16.0,16.0,13.0,27.0,13.0,0.0
30,34.0,30.0,26.0,74.0,73.0,71.0,85.0,69.0,52.0,1015.0,1012.0,1010.0,16.0,16.0,13.0,26.0,14.0,0.0
31,35.0,30.0,25.0,74.0,73.0,70.0,88.0,69.0,49.0,1017.0,1015.0,1013.0,16.0,14.0,11.0,27.0,14.0,0.0
30,36.0,31.0,25.0,74.0,71.0,67.0,88.0,64.0,39.0,1017.0,1014.0,1011.0,16.0,14.0,11.0,27.0,13.0,0.0
29,36.0,30.0,24.0,73.0,70.0,66.0,88.0,64.0,39.0,1015.0,1013.0,1012.0,16.0,16.0,11.0,24.0,10.0,0.0
29,36.0,29.0,23.0,73.0,69.0,64.0,93.0,64.0,35.0,1018.0,1016.0,1015.0,16.0,16.0,10.0,23.0,6.0,0.0
28,36.0,29.0,22.0,71.0,69.0,61.0,93.0,62.0,30.0,1020.0,1019.0,1016.0,16.0,16.0,10.0,32.0,5.0,2.0
28,34.0,28.0,22.0,70.0,68.0,59.0,93.0,67.0,41.0,1023.0,1021.0,1019.0,16.0,16.0,14.0,26.0,6.0,0.0
29,34.0,28.0,21.0,71.0,69.0,67.0,93.0,70.0,46.0,1022.0,1020.0,1018.0,16.0,16.0,8.0,29.0,6.0,0.0
29,35.0,29.0,22.0,73.0,70.0,66.0,100.0,72.0,44.0,1019.0,1017.0,1013.0,16.0,13.0,5.0,21.0,8.0,0.0
30,36.0,29.0,23.0,70.0,67.0,63.0,87.0,61.0,34.0,1016.0,1015.0,1013.0,16.0,16.0,16.0,21.0,8.0,0.0
29,37.0,30.0,23.0,73.0,68.0,61.0,93.0,63.0,33.0,1017.0,1016.0,1014.0,16.0,16.0,16.0,21.0,11.0,0.0
29,37.0,29.0,22.0,72.0,66.0,57.0,90.0,59.0,27.0,1018.0,1016.0,1014.0,16.0,16.0,13.0,23.0,10.0,0.0
28,36.0,29.0,22.0,71.0,68.0,63.0,93.0,64.0,34.0,1020.0,1016.0,1014.0,16.0,16.0,11.0,23.0,8.0,0.0
29,35.0,28.0,22.0,72.0,67.0,56.0,90.0,60.0,30.0,1021.0,1019.0,1017.0,16.0,16.0,16.0,21.0,8.0,0.0
31,37.0,29.0,22.0,71.0,66.0,56.0,93.0,59.0,25.0,1022.0,1019.0,1016.0,16.0,14.0,11.0,21.0,6.0,0.0
31,38.0,31.0,23.0,71.0,67.0,62.0,93.0,63.0,33.0,1019.0,1017.0,1015.0,16.0,16.0,16.0,21.0,6.0,0.0
28,38.0,31.0,24.0,71.0,67.0,59.0,82.0,55.0,28.0,1017.0,1015.0,1012.0,16.0,16.0,16.0,16.0,6.0,0.0
29,33.0,28.0,23.0,73.0,71.0,69.0,93.0,71.0,49.0,1016.0,1015.0,1013.0,16.0,16.0,13.0,24.0,5.0,2.0
28,35.0,29.0,23.0,74.0,71.0,68.0,93.0,68.0,43.0,1017.0,1014.0,1010.0,16.0,13.0,2.0,24.0,6.0,8.0
24,32.0,28.0,23.0,76.0,74.0,70.0,94.0,77.0,59.0,1013.0,1011.0,1008.0,16.0,11.0,0.0,21.0,8.0,90.0
26,26.0,24.0,22.0,74.0,71.0,68.0,100.0,87.0,74.0,1016.0,1014.0,1012.0,16.0,11.0,2.0,23.0,5.0,39.0
29,30.0,26.0,21.0,70.0,68.0,66.0,90.0,76.0,61.0,1017.0,1016.0,1014.0,16.0,14.0,10.0,13.0,3.0,0.0
31,34.0,29.0,23.0,76.0,72.0,70.0,93.0,73.0,52.0,1017.0,1015.0,1012.0,16.0,14.0,11.0,19.0,6.0,0.0
30,36.0,31.0,25.0,76.0,73.0,70.0,94.0,70.0,46.0,1018.0,1015.0,1013.0,16.0,14.0,8.0,16.0,10.0,0.0
30,36.0,30.0,24.0,74.0,72.0,68.0,94.0,68.0,42.0,1019.0,1016.0,1014.0,16.0,16.0,13.0,13.0,3.0,0.0
29,36.0,30.0,24.0,75.0,71.0,66.0,94.0,66.0,38.0,1018.0,1016.0,1014.0,16.0,14.0,10.0,11.0,5.0,0.0
30,34.0,29.0,23.0,77.0,72.0,68.0,94.0,70.0,46.0,1019.0,1016.0,1013.0,16.0,13.0,3.0,13.0,5.0,2.0
31,36.0,30.0,24.0,73.0,70.0,66.0,87.0,63.0,39.0,1017.0,1015.0,1012.0,16.0,16.0,16.0,19.0,8.0,0.0
31,37.0,31.0,24.0,74.0,71.0,67.0,94.0,66.0,38.0,1016.0,1014.0,1012.0,16.0,16.0,13.0,24.0,10.0,0.0
31,37.0,31.0,24.0,74.0,71.0,65.0,94.0,64.0,33.0,1019.0,1016.0,1014.0,16.0,16.0,14.0,21.0,10.0,0.0
31,37.0,31.0,23.0,73.0,69.0,63.0,93.0,62.0,31.0,1020.0,1018.0,1015.0,16.0,16.0,13.0,14.0,5.0,0.0
30,36.0,31.0,24.0,72.0,70.0,66.0,87.0,63.0,38.0,1019.0,1017.0,1016.0,16.0,16.0,16.0,21.0,6.0,0.0
31,36.0,30.0,24.0,72.0,68.0,60.0,87.0,60.0,33.0,1018.0,1015.0,1011.0,16.0,16.0,16.0,23.0,10.0,0.0
28,36.0,31.0,25.0,73.0,71.0,64.0,85.0,64.0,42.0,1016.0,1014.0,1011.0,16.0,16.0,16.0,21.0,6.0,0.0
26,33.0,28.0,23.0,67.0,65.0,64.0,74.0,59.0,44.0,1016.0,1015.0,1014.0,16.0,16.0,16.0,19.0,8.0,0.0
28,32.0,26.0,20.0,68.0,66.0,64.0,93.0,70.0,46.0,1019.0,1017.0,1015.0,16.0,16.0,16.0,16.0,5.0,0.0
28,34.0,28.0,22.0,69.0,66.0,65.0,84.0,62.0,39.0,1019.0,1016.0,1013.0,16.0,16.0,14.0,21.0,6.0,0.0
29,34.0,28.0,22.0,72.0,69.0,65.0,87.0,66.0,44.0,1018.0,1015.0,1013.0,16.0,14.0,11.0,21.0,5.0,0.0
31,36.0,29.0,23.0,71.0,68.0,64.0,87.0,61.0,35.0,1018.0,1016.0,1014.0,16.0,16.0,13.0,21.0,5.0,0.0
32,37.0,31.0,24.0,73.0,68.0,61.0,94.0,64.0,33.0,1018.0,1015.0,1011.0,16.0,16.0,14.0,21.0,8.0,0.0
32,39.0,32.0,25.0,74.0,71.0,63.0,88.0,59.0,29.0,1016.0,1013.0,1008.0,16.0,13.0,8.0,21.0,10.0,0.0
32,39.0,32.0,24.0,75.0,70.0,62.0,91.0,60.0,29.0,1016.0,1012.0,1010.0,16.0,16.0,16.0,21.0,10.0,0.0
32,38.0,32.0,25.0,74.0,68.0,62.0,88.0,60.0,31.0,1016.0,1014.0,1011.0,16.0,16.0,16.0,21.0,8.0,0.0
32,38.0,32.0,25.0,74.0,69.0,61.0,88.0,58.0,27.0,1016.0,1015.0,1012.0,16.0,16.0,16.0,21.0,6.0,0.0
31,39.0,32.0,24.0,75.0,71.0,66.0,91.0,62.0,33.0,1018.0,1016.0,1014.0,16.0,16.0,3.0,21.0,5.0,1.0
28,38.0,31.0,23.0,73.0,66.0,53.0,94.0,62.0,29.0,1018.0,1016.0,1013.0,16.0,16.0,16.0,19.0,6.0,0.0
29,36.0,28.0,21.0,60.0,57.0,51.0,66.0,45.0,24.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,19.0,6.0,0.0
31,37.0,29.0,21.0,68.0,61.0,56.0,73.0,50.0,27.0,1017.0,1015.0,1012.0,16.0,16.0,16.0,14.0,6.0,0.0
33,38.0,31.0,24.0,74.0,69.0,60.0,88.0,58.0,27.0,1018.0,1014.0,1010.0,16.0,16.0,16.0,21.0,8.0,0.0
32,40.0,33.0,25.0,74.0,69.0,60.0,88.0,57.0,25.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,23.0,11.0,0.0
32,38.0,32.0,26.0,74.0,71.0,59.0,85.0,56.0,27.0,1017.0,1013.0,1010.0,16.0,16.0,16.0,26.0,10.0,0.0
31,39.0,32.0,26.0,75.0,71.0,64.0,85.0,59.0,33.0,1016.0,1013.0,1008.0,16.0,16.0,14.0,24.0,11.0,0.0
32,36.0,31.0,25.0,72.0,68.0,62.0,76.0,55.0,34.0,1014.0,1012.0,1008.0,16.0,16.0,14.0,26.0,11.0,0.0
33,39.0,32.0,26.0,75.0,71.0,63.0,85.0,57.0,29.0,1016.0,1013.0,1010.0,16.0,16.0,13.0,27.0,13.0,0.0
33,39.0,33.0,27.0,75.0,71.0,61.0,85.0,55.0,25.0,1018.0,1015.0,1013.0,16.0,16.0,16.0,27.0,14.0,0.0
31,39.0,33.0,26.0,74.0,69.0,59.0,85.0,55.0,25.0,1019.0,1016.0,1013.0,16.0,16.0,16.0,24.0,13.0,0.0
32,38.0,31.0,24.0,73.0,69.0,62.0,94.0,62.0,29.0,1017.0,1014.0,1010.0,16.0,16.0,14.0,23.0,10.0,0.0
32,38.0,32.0,25.0,74.0,70.0,62.0,88.0,59.0,29.0,1015.0,1013.0,1009.0,16.0,16.0,16.0,21.0,8.0,0.0
32,38.0,32.0,24.0,73.0,67.0,60.0,88.0,59.0,29.0,1015.0,1013.0,1009.0,16.0,16.0,16.0,16.0,8.0,0.0
31,38.0,32.0,25.0,71.0,68.0,62.0,71.0,52.0,33.0,1015.0,1014.0,1012.0,16.0,16.0,13.0,23.0,6.0,0.0
31,37.0,31.0,24.0,72.0,66.0,56.0,87.0,58.0,29.0,1018.0,1015.0,1012.0,16.0,16.0,16.0,16.0,6.0,0.0
31,37.0,31.0,24.0,73.0,71.0,68.0,82.0,61.0,40.0,1015.0,1012.0,1009.0,16.0,16.0,16.0,27.0,8.0,0.0
29,36.0,31.0,25.0,75.0,72.0,67.0,88.0,64.0,39.0,1013.0,1012.0,1008.0,16.0,16.0,3.0,24.0,8.0,2.0
31,35.0,29.0,23.0,73.0,72.0,66.0,94.0,69.0,44.0,1015.0,1013.0,1010.0,16.0,16.0,16.0,21.0,6.0,0.0
32,37.0,31.0,23.0,73.0,72.0,68.0,94.0,68.0,42.0,1016.0,1014.0,1011.0,16.0,16.0,16.0,24.0,11.0,0.0
31,38.0,32.0,26.0,75.0,72.0,65.0,91.0,62.0,33.0,1015.0,1013.0,1009.0,16.0,16.0,11.0,24.0,13.0,0.0
31,37.0,31.0,26.0,75.0,73.0,68.0,91.0,66.0,40.0,1015.0,1013.0,1010.0,16.0,16.0,16.0,27.0,13.0,0.0
30,38.0,31.0,24.0,74.0,70.0,62.0,88.0,61.0,33.0,1017.0,1014.0,1012.0,16.0,16.0,16.0,27.0,10.0,0.0
31,37.0,30.0,23.0,77.0,74.0,67.0,91.0,65.0,38.0,1018.0,1016.0,1014.0,16.0,13.0,0.0,45.0,8.0,25.0
30,36.0,31.0,25.0,75.0,73.0,65.0,91.0,63.0,35.0,1019.0,1017.0,1013.0,16.0,16.0,16.0,21.0,6.0,1.0
28,36.0,30.0,23.0,75.0,71.0,66.0,94.0,67.0,39.0,1019.0,1016.0,1013.0,16.0,16.0,3.0,21.0,5.0,5.0
29,32.0,28.0,23.0,74.0,72.0,69.0,100.0,78.0,55.0,1019.0,1017.0,1014.0,16.0,13.0,3.0,13.0,5.0,6.0
30,36.0,29.0,22.0,71.0,69.0,66.0,100.0,70.0,39.0,1017.0,1015.0,1012.0,16.0,16.0,13.0,19.0,5.0,0.0
31,36.0,30.0,23.0,73.0,69.0,65.0,87.0,63.0,38.0,1015.0,1013.0,1009.0,16.0,16.0,16.0,21.0,10.0,0.0
32,37.0,31.0,25.0,73.0,71.0,66.0,88.0,63.0,38.0,1013.0,1010.0,1007.0,16.0,16.0,16.0,23.0,11.0,0.0
27,37.0,32.0,26.0,75.0,71.0,64.0,85.0,60.0,35.0,1015.0,1012.0,1009.0,16.0,16.0,16.0,16.0,8.0,0.0
17,36.0,27.0,19.0,74.0,70.0,62.0,94.0,67.0,39.0,1021.0,1016.0,1013.0,16.0,14.0,2.0,24.0,8.0,13.0
22,19.0,17.0,16.0,63.0,60.0,57.0,100.0,92.0,84.0,1024.0,1022.0,1019.0,16.0,8.0,2.0,23.0,8.0,17.0
26,25.0,22.0,18.0,67.0,64.0,62.0,100.0,87.0,73.0,1024.0,1021.0,1019.0,16.0,13.0,5.0,11.0,3.0,0.0
29,31.0,26.0,21.0,70.0,68.0,67.0,97.0,76.0,55.0,1020.0,1019.0,1017.0,16.0,14.0,10.0,13.0,3.0,0.0
28,34.0,29.0,23.0,74.0,72.0,69.0,94.0,70.0,46.0,1018.0,1016.0,1013.0,16.0,16.0,10.0,29.0,5.0,1.0
27,33.0,28.0,24.0,75.0,74.0,71.0,94.0,75.0,56.0,1017.0,1014.0,1009.0,16.0,14.0,3.0,23.0,5.0,9.0
27,32.0,27.0,22.0,75.0,73.0,70.0,100.0,78.0,56.0,1014.0,1012.0,1009.0,16.0,11.0,0.0,40.0,3.0,93.0
28,30.0,27.0,23.0,75.0,74.0,71.0,100.0,85.0,69.0,1014.0,1012.0,1010.0,16.0,13.0,3.0,16.0,5.0,3.0
27,32.0,28.0,23.0,75.0,73.0,70.0,100.0,78.0,55.0,1016.0,1014.0,1012.0,16.0,14.0,2.0,14.0,5.0,5.0
27,32.0,27.0,22.0,73.0,70.0,64.0,94.0,71.0,47.0,1018.0,1016.0,1015.0,16.0,16.0,16.0,16.0,5.0,0.0
24,33.0,27.0,21.0,70.0,68.0,66.0,90.0,69.0,47.0,1020.0,1018.0,1016.0,16.0,16.0,16.0,14.0,6.0,0.0
22,29.0,24.0,19.0,66.0,58.0,55.0,74.0,57.0,40.0,1021.0,1019.0,1017.0,16.0,16.0,16.0,13.0,5.0,0.0
23,29.0,22.0,16.0,60.0,56.0,51.0,90.0,64.0,37.0,1021.0,1019.0,1018.0,16.0,16.0,16.0,14.0,3.0,0.0
24,28.0,23.0,17.0,66.0,62.0,57.0,90.0,74.0,58.0,1021.0,1019.0,1018.0,16.0,16.0,13.0,21.0,5.0,0.0
23,29.0,24.0,19.0,67.0,64.0,63.0,87.0,71.0,54.0,1021.0,1018.0,1016.0,16.0,16.0,16.0,16.0,5.0,0.0
25,27.0,23.0,20.0,69.0,66.0,64.0,93.0,78.0,62.0,1018.0,1016.0,1014.0,16.0,16.0,13.0,14.0,3.0,0.0
26,31.0,25.0,19.0,67.0,65.0,62.0,100.0,72.0,43.0,1017.0,1015.0,1013.0,16.0,13.0,5.0,19.0,5.0,0.0
26,32.0,26.0,19.0,68.0,64.0,61.0,93.0,68.0,43.0,1016.0,1013.0,1012.0,16.0,16.0,16.0,13.0,3.0,0.0
29,32.0,26.0,18.0,70.0,65.0,63.0,93.0,70.0,47.0,1012.0,1010.0,1007.0,16.0,16.0,16.0,14.0,3.0,0.0
29,33.0,29.0,24.0,73.0,70.0,63.0,88.0,68.0,47.0,1012.0,1009.0,1006.0,16.0,16.0,16.0,16.0,8.0,0.0
24,33.0,29.0,24.0,75.0,72.0,59.0,91.0,72.0,52.0,1014.0,1010.0,1007.0,16.0,14.0,6.0,23.0,11.0,1.0
21,29.0,24.0,18.0,59.0,51.0,45.0,63.0,44.0,25.0,1022.0,1018.0,1014.0,16.0,16.0,16.0,23.0,11.0,0.0
24,27.0,21.0,15.0,53.0,48.0,41.0,72.0,51.0,29.0,1024.0,1020.0,1015.0,16.0,16.0,16.0,14.0,6.0,0.0
27,31.0,24.0,17.0,67.0,62.0,56.0,93.0,69.0,44.0,1015.0,1013.0,1009.0,16.0,16.0,16.0,23.0,10.0,0.0
28,32.0,27.0,22.0,71.0,69.0,66.0,93.0,73.0,53.0,1014.0,1011.0,1010.0,16.0,16.0,16.0,21.0,10.0,0.0
28,34.0,28.0,22.0,73.0,70.0,64.0,93.0,67.0,41.0,1016.0,1013.0,1011.0,16.0,14.0,8.0,21.0,8.0,0.0
29,32.0,28.0,23.0,72.0,70.0,65.0,93.0,70.0,46.0,1018.0,1015.0,1013.0,16.0,16.0,16.0,24.0,10.0,0.0
29,33.0,29.0,24.0,73.0,71.0,66.0,94.0,69.0,44.0,1016.0,1014.0,1010.0,16.0,16.0,14.0,23.0,11.0,0.0
21,33.0,29.0,24.0,73.0,70.0,65.0,87.0,66.0,44.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,23.0,11.0,0.0
21,26.0,21.0,15.0,72.0,62.0,55.0,97.0,85.0,73.0,1020.0,1017.0,1012.0,16.0,11.0,0.0,23.0,8.0,36.0
21,25.0,21.0,16.0,72.0,63.0,55.0,93.0,86.0,78.0,1017.0,1012.0,1006.0,16.0,14.0,11.0,21.0,3.0,0.0
19,24.0,21.0,16.0,72.0,59.0,46.0,87.0,63.0,38.0,1017.0,1009.0,1004.0,16.0,16.0,3.0,32.0,16.0,2.0
22,27.0,19.0,11.0,48.0,43.0,37.0,77.0,49.0,21.0,1022.0,1019.0,1017.0,16.0,16.0,16.0,23.0,8.0,0.0
22,31.0,22.0,13.0,51.0,46.0,40.0,72.0,46.0,20.0,1020.0,1018.0,1016.0,16.0,16.0,16.0,14.0,3.0,0.0
23,30.0,22.0,14.0,54.0,49.0,44.0,72.0,50.0,27.0,1016.0,1014.0,1012.0,16.0,16.0,16.0,21.0,6.0,0.0
24,31.0,23.0,16.0,64.0,60.0,54.0,97.0,69.0,40.0,1014.0,1013.0,1011.0,16.0,16.0,16.0,21.0,5.0,0.0
23,30.0,24.0,19.0,69.0,64.0,60.0,90.0,67.0,44.0,1018.0,1016.0,1014.0,16.0,16.0,8.0,14.0,3.0,0.0
23,28.0,23.0,18.0,66.0,63.0,61.0,93.0,74.0,54.0,1020.0,1018.0,1016.0,16.0,16.0,10.0,13.0,3.0,0.0
22,28.0,23.0,17.0,64.0,61.0,58.0,100.0,73.0,45.0,1019.0,1017.0,1015.0,16.0,14.0,6.0,13.0,3.0,0.0
22,28.0,22.0,14.0,61.0,55.0,46.0,93.0,61.0,28.0,1019.0,1017.0,1015.0,16.0,14.0,10.0,16.0,5.0,0.0
24,28.0,22.0,16.0,62.0,59.0,56.0,84.0,67.0,49.0,1020.0,1018.0,1017.0,16.0,16.0,16.0,14.0,3.0,0.0
23,28.0,24.0,19.0,62.0,59.0,57.0,81.0,64.0,46.0,1021.0,1019.0,1017.0,16.0,16.0,16.0,13.0,3.0,0.0
24,29.0,23.0,16.0,61.0,59.0,56.0,84.0,64.0,44.0,1022.0,1020.0,1018.0,16.0,16.0,16.0,11.0,3.0,0.0
23,31.0,24.0,17.0,61.0,59.0,57.0,84.0,62.0,39.0,1022.0,1020.0,1018.0,16.0,16.0,16.0,13.0,3.0,0.0
23,30.0,23.0,16.0,61.0,58.0,52.0,90.0,62.0,34.0,1018.0,1015.0,1013.0,16.0,16.0,13.0,19.0,6.0,0.0
24,30.0,23.0,17.0,65.0,61.0,58.0,93.0,67.0,40.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,23.0,10.0,0.0
23,29.0,24.0,18.0,68.0,65.0,63.0,93.0,74.0,55.0,1018.0,1016.0,1012.0,16.0,16.0,16.0,13.0,3.0,0.0
23,27.0,23.0,18.0,63.0,62.0,60.0,81.0,68.0,54.0,1021.0,1019.0,1018.0,16.0,16.0,16.0,16.0,5.0,0.0
19,28.0,23.0,17.0,61.0,59.0,54.0,93.0,72.0,51.0,1022.0,1019.0,1017.0,16.0,16.0,14.0,13.0,3.0,0.0
14,24.0,19.0,13.0,61.0,49.0,39.0,93.0,60.0,27.0,1027.0,1023.0,1020.0,16.0,14.0,3.0,26.0,11.0,8.0
17,20.0,14.0,8.0,43.0,39.0,37.0,71.0,54.0,37.0,1030.0,1027.0,1025.0,16.0,16.0,16.0,14.0,8.0,0.0
20,24.0,17.0,9.0,52.0,45.0,39.0,80.0,61.0,41.0,1027.0,1025.0,1022.0,16.0,16.0,16.0,24.0,10.0,0.0
19,24.0,20.0,15.0,63.0,59.0,52.0,84.0,72.0,60.0,1022.0,1020.0,1018.0,16.0,16.0,16.0,23.0,10.0,0.0
14,24.0,19.0,14.0,69.0,63.0,57.0,100.0,87.0,73.0,1022.0,1019.0,1016.0,16.0,13.0,3.0,27.0,8.0,14.0
15,15.0,14.0,13.0,58.0,56.0,54.0,100.0,97.0,93.0,1024.0,1021.0,1019.0,16.0,10.0,3.0,21.0,10.0,38.0
16,17.0,15.0,13.0,56.0,51.0,46.0,93.0,75.0,56.0,1028.0,1025.0,1023.0,16.0,16.0,8.0,16.0,6.0,1.0
17,22.0,16.0,9.0,49.0,41.0,34.0,80.0,53.0,26.0,1026.0,1022.0,1018.0,16.0,16.0,16.0,11.0,3.0,0.0
16,24.0,17.0,9.0,52.0,47.0,41.0,93.0,67.0,41.0,1022.0,1019.0,1017.0,16.0,16.0,16.0,24.0,6.0,0.0
17,23.0,16.0,8.0,45.0,43.0,40.0,86.0,59.0,31.0,1022.0,1018.0,1013.0,16.0,16.0,16.0,13.0,5.0,0.0
12,24.0,17.0,9.0,61.0,53.0,43.0,93.0,70.0,46.0,1013.0,1010.0,1007.0,16.0,16.0,16.0,27.0,10.0,0.0
7,18.0,12.0,6.0,62.0,41.0,29.0,93.0,67.0,40.0,1024.0,1017.0,1008.0,16.0,16.0,14.0,27.0,11.0,0.0
2,11.0,7.0,2.0,29.0,23.0,16.0,64.0,50.0,36.0,1031.0,1027.0,1024.0,16.0,16.0,16.0,26.0,14.0,0.0
3,5.0,2.0,-1.0,17.0,13.0,9.0,58.0,43.0,27.0,1036.0,1034.0,1031.0,16.0,16.0,16.0,27.0,13.0,0.0
7,7.0,3.0,-1.0,23.0,17.0,12.0,58.0,44.0,30.0,1033.0,1029.0,1026.0,16.0,16.0,16.0,13.0,5.0,0.0
6,9.0,7.0,4.0,47.0,39.0,23.0,100.0,72.0,43.0,1025.0,1021.0,1017.0,16.0,8.0,2.0,16.0,6.0,1.0
6,10.0,6.0,1.0,49.0,45.0,28.0,100.0,91.0,82.0,1024.0,1016.0,1013.0,16.0,6.0,0.0,27.0,10.0,0.0
6,12.0,6.0,-1.0,27.0,21.0,14.0,82.0,52.0,22.0,1033.0,1029.0,1024.0,16.0,16.0,16.0,26.0,10.0,0.0
11,13.0,6.0,-1.0,27.0,23.0,19.0,78.0,51.0,24.0,1035.0,1032.0,1030.0,16.0,16.0,5.0,16.0,3.0,0.0
14,21.0,11.0,1.0,45.0,38.0,23.0,86.0,64.0,42.0,1029.0,1025.0,1022.0,16.0,16.0,16.0,21.0,5.0,0.0
20,21.0,14.0,7.0,63.0,57.0,43.0,100.0,85.0,70.0,1022.0,1019.0,1017.0,16.0,13.0,0.0,19.0,5.0,0.0
17,23.0,20.0,17.0,69.0,65.0,62.0,100.0,90.0,79.0,1020.0,1018.0,1016.0,16.0,10.0,0.0,21.0,8.0,8.0
19,19.0,17.0,14.0,64.0,62.0,56.0,100.0,97.0,93.0,1018.0,1011.0,1006.0,16.0,10.0,0.0,32.0,11.0,85.0
12,27.0,19.0,12.0,57.0,48.0,39.0,100.0,62.0,23.0,1010.0,1004.0,999.0,16.0,16.0,16.0,26.0,8.0,0.0
12,19.0,12.0,4.0,39.0,32.0,19.0,76.0,47.0,18.0,1023.0,1018.0,1012.0,16.0,16.0,16.0,24.0,8.0,0.0
16,19.0,12.0,3.0,38.0,33.0,25.0,85.0,53.0,20.0,1028.0,1025.0,1023.0,16.0,16.0,16.0,14.0,5.0,0.0
12,25.0,16.0,6.0,37.0,33.0,27.0,62.0,40.0,18.0,1028.0,1023.0,1021.0,16.0,16.0,16.0,16.0,5.0,0.0
14,18.0,12.0,6.0,37.0,33.0,27.0,76.0,52.0,27.0,1035.0,1031.0,1028.0,16.0,16.0,16.0,16.0,6.0,0.0
18,22.0,14.0,6.0,54.0,45.0,35.0,82.0,62.0,41.0,1029.0,1024.0,1019.0,16.0,16.0,16.0,23.0,6.0,0.0
22,23.0,18.0,13.0,61.0,57.0,52.0,93.0,75.0,57.0,1018.0,1017.0,1014.0,16.0,16.0,16.0,26.0,11.0,0.0
12,26.0,22.0,18.0,63.0,62.0,59.0,87.0,71.0,54.0,1020.0,1017.0,1015.0,16.0,16.0,16.0,24.0,11.0,0.0
7,19.0,12.0,5.0,63.0,42.0,22.0,93.0,69.0,45.0,1032.0,1026.0,1020.0,16.0,16.0,13.0,27.0,10.0,0.0
12,10.0,7.0,4.0,43.0,32.0,24.0,80.0,63.0,45.0,1031.0,1027.0,1023.0,16.0,16.0,16.0,16.0,6.0,0.0
17,15.0,12.0,9.0,55.0,50.0,43.0,100.0,88.0,75.0,1024.0,1022.0,1021.0,16.0,11.0,3.0,11.0,2.0,0.0
21,19.0,17.0,14.0,65.0,61.0,55.0,100.0,94.0,87.0,1023.0,1020.0,1017.0,16.0,5.0,2.0,19.0,5.0,2.0
17,24.0,21.0,17.0,66.0,64.0,59.0,100.0,82.0,64.0,1022.0,1019.0,1017.0,16.0,13.0,3.0,19.0,8.0,0.0
