Mean TemperatureC,Max TemperatureC_1_days_before,Max TemperatureC_2_days_before,Max TemperatureC_3_days_before,Max TemperatureC_4_days_before,Mean TemperatureC_1_days_before,Mean TemperatureC_2_days_before,Mean TemperatureC_3_days_before,Mean TemperatureC_4_days_before,Min TemperatureC_1_days_before,Min TemperatureC_2_days_before,Min TemperatureC_3_days_before,Min TemperatureC_4_days_before,Dew PointC_1_days_before,Dew PointC_2_days_before,Dew PointC_3_days_before,Dew PointC_4_days_before,MeanDew PointC_1_days_before,MeanDew PointC_2_days_before,MeanDew PointC_3_days_before,MeanDew PointC_4_days_before,Min DewpointC_1_days_before,Min DewpointC_2_days_before,Min DewpointC_3_days_before,Min DewpointC_4_days_before,Max Humidity_1_days_before,Max Humidity_2_days_before,Max Humidity_3_days_before,Max Humidity_4_days_before, Mean Humidity_1_days_before, Mean Humidity_2_days_before, Mean Humidity_3_days_before, Mean Humidity_4_days_before, Min Humidity_1_days_before, Min Humidity_2_days_before, Min Humidity_3_days_before, Min Humidity_4_days_before, Max Sea Level PressurehPa_1_days_before, Max Sea Level PressurehPa_2_days_before, Max Sea Level PressurehPa_3_days_before, Max Sea Level PressurehPa_4_days_before, Mean Sea Level PressurehPa_1_days_before, Mean Sea Level PressurehPa_2_days_before, Mean Sea Level PressurehPa_3_days_before, Mean Sea Level PressurehPa_4_days_before, Min Sea Level PressurehPa_1_days_before, Min Sea Level PressurehPa_2_days_before, Min Sea Level PressurehPa_3_days_before, Min Sea Level PressurehPa_4_days_before, Max VisibilityKm_1_days_before, Max VisibilityKm_2_days_before, Max VisibilityKm_3_days_before, Max VisibilityKm_4_days_before, Mean VisibilityKm_1_days_before, Mean VisibilityKm_2_days_before, Mean VisibilityKm_3_days_before, Mean VisibilityKm_4_days_before, Min VisibilitykM_1_days_before, Min VisibilitykM_2_days_before, Min VisibilitykM_3_days_before, Min VisibilitykM_4_days_before, Max Wind SpeedKm/h_1_days_before, Max Wind SpeedKm/h_2_days_before, Max Wind SpeedKm/h_3_days_before, Max Wind SpeedKm/h_4_days_before, Mean Wind SpeedKm/h_1_days_before, Mean Wind SpeedKm/h_2_days_before, Mean Wind SpeedKm/h_3_days_before, Mean Wind SpeedKm/h_4_days_before,Precipitationmm_1_days_before,Precipitationmm_2_days_before,Precipitationmm_3_days_before,Precipitationmm_4_days_before,Max TemperatureCaverage_of_last_2_days,Mean TemperatureCaverage_of_last_2_days,Min TemperatureCaverage_of_last_2_days,Dew PointCaverage_of_last_2_days,MeanDew PointCaverage_of_last_2_days,Min DewpointCaverage_of_last_2_days,Max Humidityaverage_of_last_2_days, Mean Humidityaverage_of_last_2_days, Min Humidityaverage_of_last_2_days, Max Sea Level PressurehPaaverage_of_last_2_days, Mean Sea Level PressurehPaaverage_of_last_2_days, Min Sea Level PressurehPaaverage_of_last_2_days, Max VisibilityKmaverage_of_last_2_days, Mean VisibilityKmaverage_of_last_2_days, Min VisibilitykMaverage_of_last_2_days, Max Wind SpeedKm/haverage_of_last_2_days, Mean Wind SpeedKm/haverage_of_last_2_days,Precipitationmmaverage_of_last_2_days,Max TemperatureCaverage_of_last_3_days,Mean TemperatureCaverage_of_last_3_days,Min TemperatureCaverage_of_last_3_days,Dew PointCaverage_of_last_3_days,MeanDew PointCaverage_of_last_3_days,Min DewpointCaverage_of_last_3_days,Max Humidityaverage_of_last_3_days, Mean Humidityaverage_of_last_3_days, Min Humidityaverage_of_last_3_days, Max Sea Level PressurehPaaverage_of_last_3_days, Mean Sea Level PressurehPaaverage_of_last_3_days, Min Sea Level PressurehPaaverage_of_last_3_days, Max VisibilityKmaverage_of_last_3_days, Mean VisibilityKmaverage_of_last_3_days, Min VisibilitykMaverage_of_last_3_days, Max Wind SpeedKm/haverage_of_last_3_days, Mean Wind SpeedKm/haverage_of_last_3_days,Precipitationmmaverage_of_last_3_days,Max TemperatureCtrend_in_last_2_days,Mean TemperatureCtrend_in_last_2_days,Min TemperatureCtrend_in_last_2_days,Dew PointCtrend_in_last_2_days,MeanDew PointCtrend_in_last_2_days,Min DewpointCtrend_in_last_2_days,Max Humiditytrend_in_last_2_days, Mean Humiditytrend_in_last_2_days, Min Humiditytrend_in_last_2_days, Max Sea Level PressurehPatrend_in_last_2_days, Mean Sea Level PressurehPatrend_in_last_2_days, Min Sea Level PressurehPatrend_in_last_2_days, Max VisibilityKmtrend_in_last_2_days, Mean VisibilityKmtrend_in_last_2_days, Min VisibilitykMtrend_in_last_2_days, Max Wind SpeedKm/htrend_in_last_2_days, Mean Wind SpeedKm/htrend_in_last_2_days,Precipitationmmtrend_in_last_2_days,Max TemperatureCtrend_in_last_3_days,Mean TemperatureCtrend_in_last_3_days,Min TemperatureCtrend_in_last_3_days,Dew PointCtrend_in_last_3_days,MeanDew PointCtrend_in_last_3_days,Min DewpointCtrend_in_last_3_days,Max Humiditytrend_in_last_3_days, Mean Humiditytrend_in_last_3_days, Min Humiditytrend_in_last_3_days, Max Sea Level PressurehPatrend_in_last_3_days, Mean Sea Level PressurehPatrend_in_last_3_days, Min Sea Level PressurehPatrend_in_last_3_days, Max VisibilityKmtrend_in_last_3_days, Mean VisibilityKmtrend_in_last_3_days, Min VisibilitykMtrend_in_last_3_days, Max Wind SpeedKm/htrend_in_last_3_days, Mean Wind SpeedKm/htrend_in_last_3_days,Precipitationmmtrend_in_last_3_days,Max TemperatureCtrend_in_last_4_days,Mean TemperatureCtrend_in_last_4_days,Min TemperatureCtrend_in_last_4_days,Dew PointCtrend_in_last_4_days,MeanDew PointCtrend_in_last_4_days,Min DewpointCtrend_in_last_4_days,Max Humiditytrend_in_last_4_days, Mean Humiditytrend_in_last_4_days, Min Humiditytrend_in_last_4_days, Max Sea Level PressurehPatrend_in_last_4_days, Mean Sea Level PressurehPatrend_in_last_4_days, Min Sea Level PressurehPatrend_in_last_4_days, Max VisibilityKmtrend_in_last_4_days, Mean VisibilityKmtrend_in_last_4_days, Min VisibilitykMtrend_in_last_4_days, Max Wind SpeedKm/htrend_in_last_4_days, Mean Wind SpeedKm/htrend_in_last_4_days,Precipitationmmtrend_in_last_4_days
21,26.0,24.0,25.0,24.0,20.0,19.0,22.0,22.0,14.0,15.0,18.0,19.0,60.0,59.0,73.0,73.0,58.0,57.0,65.0,70.0,55.0,53.0,59.0,65.0,100.0,97.0,100.0,100.0,75.0,75.0,82.0,90.0,50.0,53.0,64.0,79.0,1017.0,1017.0,1013.0,1012.0,1015.0,1015.0,1007.0,1007.0,1013.0,1013.0,1002.0,1003.0,16.0,16.0,16.0,16.0,8.0,16.0,13.0,6.0,0.0,8.0,2.0,0.0,16.0,13.0,26.0,47.0,5.0,5.0,6.0,13.0,0.0,2.0,23.0,125.0,26.5,20.5,14.0,61.0,58.5,55.0,100.0,74.5,48.5,1018.0,1015.5,1013.5,16.0,9.5,0.0,16.0,5.0,0.0,25.666666666666668,20.0,14.333333333333334,60.333333333333336,58.0,54.333333333333336,99.0,74.66666666666667,50.0,1017.6666666666666,1015.3333333333334,1013.3333333333334,16.0,11.666666666666666,2.6666666666666665,15.0,5.0,0.6666666666666666,1.5811388300841898,1.0,-0.7071067811865476,1.5811388300841898,1.0,1.4142135623730951,2.1213203435596424,-0.7071067811865476,-3.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.0,-5.244044240850758,-5.656854249492381,2.1213203435596424,0.0,-1.4142135623730951,1.1547005383792515,-1.5275252316519468,-1.8257418583505538,-7.979139469057215,-4.546060565661952,-3.265986323710904,0.0,-4.08248290463863,-6.8068592855540455,2.581988897471611,4.654746681256314,6.377042156569663,0.0,-3.9157800414902435,-3.0550504633038935,-7.302967433402215,-0.5773502691896257,-12.179217270963408,1.118033988749895,-1.3228756555322954,-1.6583123951777,-6.910137480542627,-4.663689526544408,-4.123105625617661,0.0,-5.338539126015656,-9.539392014169456,2.29128784747792,4.031128874149275,5.5,0.0,0.8660254037844386,-2.449489742783178,-12.257650672131263,-3.5355339059327378,-52.0792665078916
21,27.0,26.0,24.0,25.0,21.0,20.0,19.0,22.0,14.0,14.0,15.0,18.0,62.0,60.0,59.0,73.0,59.0,58.0,57.0,65.0,55.0,55.0,53.0,59.0,100.0,100.0,97.0,100.0,74.0,75.0,75.0,82.0,47.0,50.0,53.0,64.0,1019.0,1017.0,1017.0,1013.0,1016.0,1015.0,1015.0,1007.0,1014.0,1013.0,1013.0,1002.0,16.0,16.0,16.0,16.0,11.0,8.0,16.0,13.0,0.0,0.0,8.0,2.0,16.0,16.0,13.0,26.0,5.0,5.0,5.0,6.0,0.0,0.0,2.0,23.0,26.5,21.0,15.0,65.0,61.5,57.0,100.0,78.0,55.5,1018.5,1016.5,1014.5,16.0,12.5,4.0,18.5,6.5,0.0,26.333333333333332,20.666666666666668,14.666666666666666,63.333333333333336,60.333333333333336,56.333333333333336,100.0,77.0,53.666666666666664,1018.0,1016.0,1014.0,16.0,11.0,2.6666666666666665,17.666666666666668,6.0,0.0,0.0,0.7071067811865476,1.4142135623730951,4.47213595499958,3.605551275463989,2.8284271247461903,0.0,5.612486080160912,11.832159566199232,1.224744871391589,1.0,1.0,0.0,3.0,5.656854249492381,3.5355339059327378,2.1213203435596424,0.0,1.1547005383792515,0.816496580927726,1.0,3.696845502136472,3.0,2.581988897471611,1.7320508075688772,4.58257569495584,9.504384952922168,1.0,0.816496580927726,0.816496580927726,0.0,-3.9157800414902435,0.0,3.366501646120693,1.7320508075688772,-1.1547005383792515,0.8660254037844386,-1.3228756555322954,-1.224744871391589,-6.224949798994366,-3.0413812651491097,-2.0,0.0,1.8708286933869707,6.123724356957945,2.179449471770337,4.06201920231798,5.545268253204709,0.0,-3.0413812651491097,3.0,-5.809475019311125,1.4142135623730951,-10.547511554864494
26,26.0,27.0,26.0,24.0,21.0,21.0,20.0,19.0,16.0,14.0,14.0,15.0,68.0,62.0,60.0,59.0,64.0,59.0,58.0,57.0,59.0,55.0,55.0,53.0,100.0,100.0,100.0,97.0,82.0,74.0,75.0,75.0,64.0,47.0,50.0,53.0,1018.0,1019.0,1017.0,1017.0,1017.0,1016.0,1015.0,1015.0,1015.0,1014.0,1013.0,1013.0,16.0,16.0,16.0,16.0,14.0,11.0,8.0,16.0,8.0,0.0,0.0,8.0,21.0,16.0,16.0,13.0,8.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,27.5,23.5,19.0,71.0,68.0,64.0,100.0,82.5,64.5,1017.5,1016.0,1013.5,16.0,14.0,5.5,20.0,9.0,0.5,27.333333333333332,22.666666666666668,17.333333333333332,68.0,65.0,61.0,100.0,79.66666666666667,58.666666666666664,1018.0,1016.0,1013.6666666666666,16.0,13.0,3.6666666666666665,18.666666666666668,7.666666666666667,0.3333333333333333,2.0,3.5355339059327378,4.47213595499958,6.0,6.670832032063167,7.615773105863909,0.0,5.70087712549569,12.041594578792296,-1.0,-1.224744871391589,-2.0,0.0,2.1213203435596424,4.415880433163924,3.24037034920393,2.5495097567963922,0.7071067811865476,1.7320508075688772,2.943920288775949,3.6514837167011076,5.033222956847166,5.477225575051661,6.2182527020592095,0.0,4.618802153517006,9.678154093971983,0.816496580927726,-0.816496580927726,-1.5275252316519468,0.0,2.449489742783178,3.605551275463989,2.6457513110645907,2.0816659994661326,0.5773502691896257,1.8027756377319946,2.598076211353316,3.122498999199199,4.387482193696061,4.769696007084728,5.477225575051661,1.5,4.0,8.246211251235321,0.7071067811865476,-0.7071067811865476,-1.3228756555322954,0.0,-3.391164991562634,-2.5,2.7386127875258306,1.8027756377319946,-0.8660254037844386
20,29.0,26.0,27.0,26.0,26.0,21.0,21.0,20.0,22.0,16.0,14.0,14.0,74.0,68.0,62.0,60.0,72.0,64.0,59.0,58.0,69.0,59.0,55.0,55.0,100.0,100.0,100.0,100.0,83.0,82.0,74.0,75.0,65.0,64.0,47.0,50.0,1017.0,1018.0,1019.0,1017.0,1015.0,1017.0,1016.0,1015.0,1012.0,1015.0,1014.0,1013.0,16.0,16.0,16.0,16.0,14.0,14.0,11.0,8.0,3.0,8.0,0.0,0.0,19.0,21.0,16.0,16.0,10.0,8.0,5.0,5.0,1.0,0.0,0.0,0.0,26.5,23.0,18.5,72.5,63.0,56.0,93.5,72.5,51.0,1018.5,1016.5,1014.0,16.0,15.0,9.5,21.0,7.5,1.0,26.333333333333332,22.333333333333332,17.666666666666668,71.0,63.333333333333336,57.0,95.66666666666667,75.66666666666667,55.333333333333336,1018.3333333333334,1016.6666666666666,1014.3333333333334,16.0,14.666666666666666,9.0,21.0,7.666666666666667,0.6666666666666666,-2.8284271247461903,-2.345207879911715,-2.5495097567963922,3.6742346141747673,-11.40175425099138,-16.97056274847714,-9.192388155425117,-14.832396974191326,-19.78635893740938,2.0,1.5811388300841898,1.8708286933869707,0.0,1.4142135623730951,8.48528137423857,2.449489742783178,-3.24037034920393,0.7071067811865476,-2.3804761428476167,-1.9148542155126762,-1.7320508075688772,4.58257569495584,-8.850612031567836,-13.662601021279464,-7.505553499465135,-11.195237082497776,-12.832251036613439,1.5275252316519468,1.4142135623730951,1.632993161855452,0.0,2.0816659994661326,8.32666399786453,3.5118845842842465,-2.0,0.5773502691896257,-2.0,-1.5811388300841898,-1.5,4.092676385936225,-7.648529270389178,-11.832159566199232,-6.5,-9.7082439194738,-11.213830746002902,1.6583123951777,1.3228756555322954,1.5,0.0,2.345207879911715,7.211102550927978,3.0413812651491097,-1.7320508075688772,0.5
16,24.0,29.0,26.0,27.0,20.0,26.0,21.0,21.0,15.0,22.0,16.0,14.0,71.0,74.0,68.0,62.0,54.0,72.0,64.0,59.0,43.0,69.0,59.0,55.0,87.0,100.0,100.0,100.0,62.0,83.0,82.0,74.0,37.0,65.0,64.0,47.0,1020.0,1017.0,1018.0,1019.0,1018.0,1015.0,1017.0,1016.0,1016.0,1012.0,1015.0,1014.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,11.0,16.0,3.0,8.0,0.0,23.0,19.0,21.0,16.0,5.0,10.0,8.0,5.0,1.0,1.0,0.0,0.0,20.5,18.0,14.0,64.0,54.0,43.0,93.5,70.5,47.0,1022.5,1020.0,1016.5,16.0,14.5,8.0,25.0,9.0,7.0,23.333333333333332,20.666666666666668,16.666666666666668,67.33333333333333,60.0,51.666666666666664,95.66666666666667,74.66666666666667,53.0,1020.6666666666666,1018.3333333333334,1015.0,16.0,14.333333333333334,6.333333333333333,23.0,9.333333333333334,5.0,-6.082762530298219,-5.0990195135927845,-5.1478150704935,-10.124228365658293,-12.727922061357855,-18.384776310850235,0.0,-8.717797887081348,-13.856406460551018,4.123105625617661,3.5355339059327378,2.9154759474226504,0.0,-1.5811388300841898,-6.59545297913646,4.0,4.415880433163924,8.48528137423857,-4.654746681256314,-3.0,-2.3804761428476167,-7.505553499465135,-9.309493362512628,-13.856406460551018,0.0,-7.094598884597588,-11.298967504452195,3.3166247903554,2.6457513110645907,1.632993161855452,0.0,-1.2909944487358056,-6.110100926607787,3.0550504633038935,3.7859388972001824,6.95221787153807,-4.06201920231798,-2.598076211353316,-1.8027756377319946,-5.766281297335398,-7.664854858377946,-11.832159566199232,0.0,-4.663689526544408,-4.847679857416329,2.8284271247461903,2.345207879911715,1.5,0.0,1.0,-3.4641016151377544,3.640054944640259,3.605551275463989,6.020797289396148
17,17.0,24.0,29.0,26.0,16.0,20.0,26.0,21.0,13.0,15.0,22.0,16.0,57.0,71.0,74.0,68.0,54.0,54.0,72.0,64.0,43.0,43.0,69.0,59.0,100.0,87.0,100.0,100.0,79.0,62.0,83.0,82.0,57.0,37.0,65.0,64.0,1025.0,1020.0,1017.0,1018.0,1022.0,1018.0,1015.0,1017.0,1017.0,1016.0,1012.0,1015.0,16.0,16.0,16.0,16.0,13.0,16.0,14.0,14.0,0.0,16.0,3.0,8.0,27.0,23.0,19.0,21.0,13.0,5.0,10.0,8.0,13.0,1.0,1.0,0.0,19.5,16.5,12.5,52.0,48.5,42.0,86.0,67.5,48.0,1025.5,1023.0,1019.0,16.0,14.5,8.0,24.0,10.5,6.5,21.0,17.666666666666668,13.333333333333334,58.333333333333336,50.333333333333336,42.333333333333336,86.33333333333333,65.66666666666667,44.333333333333336,1023.6666666666666,1021.3333333333334,1018.0,16.0,15.0,10.666666666666666,23.666666666666668,8.666666666666666,4.666666666666667,-3.4641016151377544,-2.7386127875258306,-1.5811388300841898,-12.165525060596439,-7.7781745930520225,-1.4142135623730951,-17.53567791675018,-10.954451150103322,6.164414002968976,3.605551275463989,3.1622776601683795,2.9154759474226504,0.0,0.0,0.0,-3.1622776601683795,4.415880433163924,-3.5355339059327378,-4.041451884327381,-4.123105625617661,-4.242640687119285,-10.082988974836116,-12.179217270963408,-15.05545305418162,-16.165807537309522,-15.066519173319364,-15.362291495737216,3.415650255319866,3.1091263510296048,3.3166247903554,0.0,1.1547005383792515,7.505553499465135,-1.1547005383792515,2.160246899469287,-2.886751345948129,-3.1622776601683795,-2.5495097567963922,-2.1213203435596424,-8.200609733428363,-9.759610647971568,-12.041594578792296,-14.0,-13.038404810405298,-13.294735800308331,2.9154759474226504,2.5,2.449489742783178,0.0,1.0,6.0,-1.4142135623730951,2.1213203435596424,-2.449489742783178
17,22.0,17.0,24.0,29.0,17.0,16.0,20.0,26.0,12.0,13.0,15.0,22.0,47.0,57.0,71.0,74.0,43.0,54.0,54.0,72.0,41.0,43.0,43.0,69.0,72.0,100.0,87.0,100.0,56.0,79.0,62.0,83.0,39.0,57.0,37.0,65.0,1026.0,1025.0,1020.0,1017.0,1024.0,1022.0,1018.0,1015.0,1021.0,1017.0,1016.0,1012.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,14.0,16.0,0.0,16.0,3.0,21.0,27.0,23.0,19.0,8.0,13.0,5.0,10.0,0.0,13.0,1.0,1.0,22.5,17.0,11.5,51.0,46.5,42.5,77.5,61.0,44.0,1024.0,1022.0,1019.5,16.0,16.0,16.0,15.5,5.0,0.0,20.666666666666668,16.666666666666668,12.0,53.0,49.0,42.666666666666664,85.0,67.0,48.333333333333336,1024.3333333333333,1022.0,1018.6666666666666,16.0,15.0,10.666666666666666,19.333333333333332,7.666666666666667,4.333333333333333,3.605551275463989,0.7071067811865476,-1.0,-4.242640687119285,-6.0,1.5811388300841898,-18.207141456033124,-14.64581851587681,-10.583005244258363,-2.7386127875258306,-2.449489742783178,1.8708286933869707,0.0,2.1213203435596424,11.313708498984761,-8.860022573334675,-5.522680508593631,-9.192388155425117,-2.7688746209726918,-2.23606797749979,-1.4142135623730951,-8.793937305515279,-4.898979485566356,1.2909944487358056,-12.832251036613439,-6.831300510639732,7.659416862050705,1.8257418583505538,1.1547005383792515,1.632993161855452,0.0,0.0,0.0,-6.855654600401044,1.0,-2.886751345948129,-3.4641016151377544,-3.570714214271425,-3.7080992435478315,-7.762087348130012,-9.9498743710662,-12.951833846988619,-12.874393189583733,-12.05197079319395,-12.328828005937952,2.179449471770337,1.8027756377319946,2.449489742783178,0.0,1.0,6.5,-5.5901699437494745,-2.345207879911715,-2.5
19,23.0,22.0,17.0,24.0,17.0,17.0,16.0,20.0,11.0,12.0,13.0,15.0,55.0,47.0,57.0,71.0,50.0,43.0,54.0,54.0,44.0,41.0,43.0,43.0,83.0,72.0,100.0,87.0,66.0,56.0,79.0,62.0,49.0,39.0,57.0,37.0,1022.0,1026.0,1025.0,1020.0,1020.0,1024.0,1022.0,1018.0,1018.0,1021.0,1017.0,1016.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,0.0,16.0,10.0,21.0,27.0,23.0,2.0,8.0,13.0,5.0,0.0,0.0,13.0,1.0,23.0,18.0,13.5,61.0,56.5,49.5,86.5,74.0,61.0,1021.0,1018.5,1016.0,16.0,16.0,16.0,14.5,4.0,0.0,22.666666666666668,17.666666666666668,13.0,56.333333333333336,52.0,46.666666666666664,81.66666666666667,68.0,53.666666666666664,1022.6666666666666,1020.3333333333334,1017.6666666666666,16.0,16.0,16.0,16.666666666666668,5.333333333333333,0.0,0.7071067811865476,1.4142135623730951,3.4641016151377544,10.198039027185569,10.44030650891055,8.06225774829855,9.219544457292887,13.341664064126334,18.384776310850235,-3.1622776601683795,-3.5355339059327378,-3.5355339059327378,0.0,0.0,0.0,-4.47213595499958,-3.1622776601683795,0.0,2.943920288775949,1.2909944487358056,2.7688746209726918,6.0,5.686240703077327,6.48074069840786,-14.30617582258329,-7.593857166596345,10.83205120618128,-2.516611478423583,-2.6457513110645907,-1.7320508075688772,0.0,1.7320508075688772,9.237604307034012,-5.033222956847166,-3.872983346207417,-7.505553499465135,-2.3979157616563596,-1.6583123951777,2.179449471770337,-4.69041575982343,4.924428900898052,5.612486080160912,-10.547511554864494,5.385164807134504,13.711309200802088,1.224744871391589,-1.118033988749895,-1.4142135623730951,0.0,0.0,0.0,-3.872983346207417,2.179449471770337,-2.5
25,23.0,23.0,22.0,17.0,19.0,17.0,17.0,16.0,16.0,11.0,12.0,13.0,67.0,55.0,47.0,57.0,63.0,50.0,43.0,54.0,55.0,44.0,41.0,43.0,90.0,83.0,72.0,100.0,82.0,66.0,56.0,79.0,73.0,49.0,39.0,57.0,1020.0,1022.0,1026.0,1025.0,1017.0,1020.0,1024.0,1022.0,1014.0,1018.0,1021.0,1017.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,0.0,19.0,10.0,21.0,27.0,6.0,2.0,8.0,13.0,0.0,0.0,0.0,13.0,26.0,22.0,18.5,69.0,63.5,41.0,91.5,72.0,52.0,1018.0,1014.5,1011.5,16.0,16.0,16.0,20.0,8.5,0.0,25.0,20.333333333333332,16.0,64.33333333333333,59.0,42.0,88.66666666666667,70.0,51.0,1019.3333333333334,1016.3333333333334,1013.6666666666666,16.0,16.0,16.0,16.666666666666668,6.333333333333333,0.0,4.242640687119285,4.47213595499958,5.0,8.94427190999916,9.219544457292887,-18.207141456033124,5.385164807134504,-8.48528137423857,-24.372115213907882,-3.1622776601683795,-4.123105625617661,-4.527692569068709,0.0,0.0,0.0,6.519202405202649,4.527692569068709,0.0,3.5118845842842465,3.6514837167011076,4.041451884327381,8.640987597877148,8.54400374531753,-14.7648230602334,7.724420150837645,-3.8297084310253524,-19.043809142780933,-3.4641016151377544,-4.08248290463863,-4.08248290463863,0.0,0.0,0.0,-3.4641016151377544,1.2909944487358056,0.0,3.9370039370059056,3.2015621187164243,3.4641016151377544,5.5677643628300215,4.949747468305833,-12.82575533838066,-12.298373876248844,-11.968709203585824,-18.788294228055936,-2.958039891549808,-3.391164991562634,-2.9154759474226504,0.0,1.5,8.0,-4.242640687119285,-2.23606797749979,-6.5
18,29.0,23.0,23.0,22.0,25.0,19.0,17.0,17.0,21.0,16.0,11.0,12.0,71.0,67.0,55.0,47.0,64.0,63.0,50.0,43.0,27.0,55.0,44.0,41.0,93.0,90.0,83.0,72.0,62.0,82.0,66.0,56.0,31.0,73.0,49.0,39.0,1016.0,1020.0,1022.0,1026.0,1012.0,1017.0,1020.0,1024.0,1009.0,1014.0,1018.0,1021.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,21.0,19.0,10.0,21.0,11.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,25.5,21.5,17.0,56.0,50.0,27.0,72.0,49.0,25.5,1020.5,1017.0,1013.0,16.0,16.0,16.0,23.5,10.5,0.0,24.666666666666668,20.666666666666668,16.666666666666668,59.666666666666664,54.333333333333336,36.333333333333336,78.0,60.0,41.333333333333336,1020.3333333333334,1017.0,1013.3333333333334,16.0,16.0,16.0,22.0,9.0,0.0,-2.5495097567963922,-2.5495097567963922,-4.415880433163924,-21.02379604162864,-19.78635893740938,-19.79898987322333,-29.62262648719725,-23.194827009486403,-30.700162866017504,5.70087712549569,6.123724356957945,4.415880433163924,0.0,0.0,0.0,3.8078865529319543,3.4641016151377544,0.0,-2.0816659994661326,-1.7320508075688772,-2.160246899469287,-15.705625319186328,-14.30617582258329,-14.866068747318506,-23.84673283002656,-16.532795690182994,-20.888593378524398,4.509249752822894,4.69041575982343,2.7688746209726918,0.0,0.0,0.0,6.0553007081949835,3.6514837167011076,0.0,-1.7320508075688772,-1.5,-1.9364916731037085,-13.0,-11.884864324004713,-12.786711852544421,-19.90602923739438,-13.416407864998739,-17.38533865071371,3.3541019662496847,3.5355339059327378,1.8708286933869707,0.0,0.0,0.0,-1.6583123951777,1.0,0.0
16,22.0,29.0,23.0,23.0,18.0,25.0,19.0,17.0,13.0,21.0,16.0,11.0,41.0,71.0,67.0,55.0,36.0,64.0,63.0,50.0,27.0,27.0,55.0,44.0,51.0,93.0,90.0,83.0,36.0,62.0,82.0,66.0,20.0,31.0,73.0,49.0,1025.0,1016.0,1020.0,1022.0,1022.0,1012.0,1017.0,1020.0,1017.0,1009.0,1014.0,1018.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,26.0,21.0,19.0,10.0,10.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,20.0,17.0,13.0,42.0,37.5,32.0,54.0,41.5,28.5,1026.0,1023.5,1020.5,16.0,16.0,16.0,18.5,8.0,0.0,23.0,19.666666666666668,15.666666666666666,51.666666666666664,46.333333333333336,30.333333333333332,67.0,48.333333333333336,29.333333333333332,1022.6666666666666,1019.6666666666666,1016.6666666666666,16.0,16.0,16.0,19.333333333333332,9.0,0.0,-5.70087712549569,-5.1478150704935,-5.656854249492381,-21.166010488516726,-19.685019685029527,7.0710678118654755,-29.393876913398138,-16.658331248957683,9.16515138991168,6.519202405202649,7.3824115301167,7.516648189186454,0.0,0.0,0.0,-10.0,-2.9154759474226504,0.0,-3.1091263510296048,-2.3804761428476167,-3.605551275463989,-17.126976771553505,-16.06237840420901,-15.0996688705415,-23.93741840717165,-17.841898254763514,-23.065125189341593,4.795831523312719,5.291502622129181,5.41602560309064,0.0,0.0,0.0,-8.082903768654761,1.632993161855452,0.0,-2.692582403567252,-1.8027756377319946,-1.8708286933869707,-13.564659966250536,-12.298373876248844,-11.863810517704673,-20.43281674170255,-13.219304066402286,-15.968719422671311,4.031128874149275,4.330127018922194,4.242640687119285,0.0,0.0,0.0,-5.361902647381804,2.449489742783178,0.0
