Mean TemperatureC,Max TemperatureC_1_days_before,Max TemperatureC_2_days_before,Mean TemperatureC_1_days_before,Mean TemperatureC_2_days_before,Min TemperatureC_1_days_before,Min TemperatureC_2_days_before,Dew PointC_1_days_before,Dew PointC_2_days_before,MeanDew PointC_1_days_before,MeanDew PointC_2_days_before,Min DewpointC_1_days_before,Min DewpointC_2_days_before,Max Humidity_1_days_before,Max Humidity_2_days_before, Mean Humidity_1_days_before, Mean Humidity_2_days_before, Min Humidity_1_days_before, Min Humidity_2_days_before, Max Sea Level PressurehPa_1_days_before, Max Sea Level PressurehPa_2_days_before, Mean Sea Level PressurehPa_1_days_before, Mean Sea Level PressurehPa_2_days_before, Min Sea Level PressurehPa_1_days_before, Min Sea Level PressurehPa_2_days_before, Max VisibilityKm_1_days_before, Max VisibilityKm_2_days_before, Mean VisibilityKm_1_days_before, Mean VisibilityKm_2_days_before, Min VisibilitykM_1_days_before, Min VisibilitykM_2_days_before, Max Wind SpeedKm/h_1_days_before, Max Wind SpeedKm/h_2_days_before, Mean Wind SpeedKm/h_1_days_before, Mean Wind SpeedKm/h_2_days_before,Precipitationmm_1_days_before,Precipitationmm_2_days_before,Max TemperatureCtrend_in_last_2_days,Mean TemperatureCtrend_in_last_2_days,Min TemperatureCtrend_in_last_2_days,Dew PointCtrend_in_last_2_days,MeanDew PointCtrend_in_last_2_days,Min DewpointCtrend_in_last_2_days,Max Humiditytrend_in_last_2_days, Mean Humiditytrend_in_last_2_days, Min Humiditytrend_in_last_2_days, Max Sea Level PressurehPatrend_in_last_2_days, Mean Sea Level PressurehPatrend_in_last_2_days, Min Sea Level PressurehPatrend_in_last_2_days, Max VisibilityKmtrend_in_last_2_days, Mean VisibilityKmtrend_in_last_2_days, Min VisibilitykMtrend_in_last_2_days, Max Wind SpeedKm/htrend_in_last_2_days, Mean Wind SpeedKm/htrend_in_last_2_days,Precipitationmmtrend_in_last_2_days
26,31.0,33.0,24.0,24.0,18.0,16.0,64.0,59.0,62.0,56.0,57.0,44.0,87.0,90.0,66.0,61.0,45.0,32.0,1012.0,1016.0,1009.0,1013.0,1006.0,1009.0,16.0,16.0,16.0,16.0,16.0,16.0,27.0,26.0,14.0,13.0,0.0,0.0,-1.4142135623730951,1.4142135623730951,2.5495097567963922,4.123105625617661,4.47213595499958,9.848857801796104,-3.0,3.4641016151377544,9.219544457292887,-2.8284271247461903,-2.8284271247461903,-2.0,0.0,0.0,0.0,1.5811388300841898,0.7071067811865476,0.0
26,31.0,31.0,26.0,24.0,21.0,18.0,67.0,64.0,64.0,62.0,62.0,57.0,84.0,87.0,65.0,66.0,46.0,45.0,1012.0,1012.0,1009.0,1009.0,1007.0,1006.0,16.0,16.0,16.0,16.0,16.0,16.0,29.0,27.0,14.0,14.0,0.0,0.0,-1.4142135623730951,1.4142135623730951,2.5495097567963922,4.743416490252569,4.47213595499958,5.0,-2.1213203435596424,7.035623639735144,13.45362404707371,0.0,0.0,0.7071067811865476,0.0,-4.242640687119285,-9.192388155425117,0.0,-0.7071067811865476,1.4142135623730951
24,29.0,31.0,26.0,26.0,23.0,21.0,73.0,67.0,70.0,64.0,67.0,62.0,84.0,84.0,75.0,65.0,65.0,46.0,1012.0,1012.0,1009.0,1009.0,1007.0,1007.0,16.0,16.0,10.0,16.0,3.0,16.0,27.0,29.0,13.0,14.0,2.0,0.0,-1.224744871391589,-1.4142135623730951,-2.449489742783178,4.0,4.0,-5.291502622129181,2.1213203435596424,5.656854249492381,8.246211251235321,2.1213203435596424,2.1213203435596424,0.7071067811865476,0.0,-4.47213595499958,-9.219544457292887,3.24037034920393,-3.605551275463989,1.4142135623730951
24,30.0,29.0,24.0,26.0,19.0,23.0,71.0,73.0,68.0,70.0,58.0,67.0,87.0,84.0,69.0,75.0,50.0,65.0,1015.0,1012.0,1012.0,1009.0,1008.0,1007.0,16.0,16.0,8.0,10.0,2.0,3.0,32.0,27.0,8.0,13.0,2.0,2.0,2.23606797749979,-1.4142135623730951,-3.5355339059327378,-3.8078865529319543,-4.47213595499958,-6.363961030678928,7.3824115301167,-4.0,-11.423659658795863,1.5811388300841898,1.5811388300841898,0.0,0.0,5.477225575051661,4.183300132670378,-2.345207879911715,-3.24037034920393,-1.4142135623730951
28,33.0,30.0,24.0,24.0,16.0,19.0,66.0,71.0,62.0,68.0,58.0,58.0,97.0,87.0,71.0,69.0,44.0,50.0,1013.0,1015.0,1010.0,1012.0,1007.0,1008.0,16.0,16.0,16.0,8.0,8.0,2.0,26.0,32.0,10.0,8.0,0.0,2.0,2.23606797749979,2.8284271247461903,3.6742346141747673,-3.24037034920393,-2.345207879911715,4.949747468305833,-5.873670062235365,-5.477225575051661,-4.743416490252569,-2.5495097567963922,-2.0,-2.23606797749979,0.0,5.477225575051661,4.0,-3.6742346141747673,4.47213595499958,-1.4142135623730951
22,34.0,33.0,28.0,24.0,22.0,16.0,68.0,66.0,67.0,62.0,65.0,58.0,84.0,97.0,63.0,71.0,41.0,44.0,1010.0,1013.0,1008.0,1010.0,1004.0,1007.0,16.0,16.0,14.0,16.0,6.0,8.0,29.0,26.0,16.0,10.0,0.0,0.0,-4.183300132670378,-3.1622776601683795,2.345207879911715,5.830951894845301,4.123105625617661,4.06201920231798,-5.873670062235365,16.0,26.78619047195775,1.8708286933869707,0.0,0.0,0.0,-4.47213595499958,-4.47213595499958,2.1213203435596424,2.345207879911715,43.840620433565945
16,28.0,34.0,22.0,28.0,17.0,22.0,76.0,68.0,70.0,67.0,61.0,65.0,94.0,84.0,87.0,63.0,79.0,41.0,1014.0,1010.0,1010.0,1008.0,1007.0,1004.0,16.0,16.0,8.0,14.0,0.0,6.0,29.0,29.0,11.0,16.0,62.0,0.0,-7.648529270389178,-6.0,-4.527692569068709,-9.797958971132712,-11.113055385446435,-9.617692030835672,7.035623639735144,13.784048752090222,18.907670401189037,7.615773105863909,6.519202405202649,4.743416490252569,0.0,-2.345207879911715,-3.6742346141747673,-2.1213203435596424,-3.24037034920393,34.64101615137755
18,19.0,28.0,16.0,22.0,13.0,17.0,60.0,76.0,54.0,70.0,48.0,61.0,93.0,94.0,73.0,87.0,52.0,79.0,1024.0,1014.0,1019.0,1010.0,1013.0,1007.0,16.0,16.0,13.0,8.0,3.0,0.0,26.0,29.0,13.0,11.0,24.0,62.0,-5.291502622129181,-4.0,-3.1622776601683795,-12.98075498574717,-13.729530217745982,-14.577379737113251,-0.7071067811865476,-15.033296378372908,-29.068883707497267,7.211102550927978,7.280109889280518,7.648529270389178,0.0,4.123105625617661,4.123105625617661,-2.0,0.0,-30.364452901377952
18,24.0,19.0,18.0,16.0,11.0,13.0,51.0,60.0,43.0,54.0,32.0,48.0,93.0,93.0,57.0,73.0,21.0,52.0,1026.0,1024.0,1024.0,1019.0,1022.0,1013.0,16.0,16.0,16.0,13.0,8.0,3.0,27.0,26.0,11.0,13.0,4.0,24.0,5.0,1.4142135623730951,-2.5495097567963922,-6.96419413859206,-7.905694150420948,-11.291589790636214,0.0,-11.40175425099138,-22.102036105300343,1.4142135623730951,3.4641016151377544,6.2048368229954285,0.0,2.1213203435596424,6.670832032063167,-7.745966692414834,-4.47213595499958,-14.422205101855956
23,29.0,24.0,18.0,18.0,8.0,11.0,47.0,51.0,41.0,43.0,33.0,32.0,93.0,93.0,55.0,57.0,17.0,21.0,1026.0,1026.0,1023.0,1024.0,1020.0,1022.0,16.0,16.0,16.0,16.0,16.0,8.0,16.0,27.0,5.0,11.0,0.0,4.0,3.605551275463989,3.5355339059327378,5.244044240850758,-2.7386127875258306,0.0,2.23606797749979,-23.33452377915607,-10.700467279516348,-1.8708286933869707,-3.5355339059327378,-3.605551275463989,-3.8078865529319543,0.0,0.0,5.656854249492381,-5.338539126015656,0.0,-2.8284271247461903
23,30.0,29.0,23.0,18.0,16.0,8.0,48.0,47.0,43.0,41.0,36.0,33.0,60.0,93.0,40.0,55.0,20.0,17.0,1021.0,1026.0,1018.0,1023.0,1015.0,1020.0,16.0,16.0,16.0,16.0,16.0,16.0,24.0,16.0,11.0,5.0,0.0,0.0,0.7071067811865476,3.5355339059327378,5.656854249492381,7.810249675906654,8.602325267042627,8.06225774829855,-16.015617378046965,7.035623639735144,8.74642784226795,-4.527692569068709,-4.123105625617661,-3.8078865529319543,0.0,0.0,0.0,6.041522986797286,4.743416490252569,0.0
23,30.0,30.0,23.0,23.0,16.0,16.0,59.0,48.0,55.0,43.0,47.0,36.0,84.0,60.0,58.0,40.0,32.0,20.0,1017.0,1021.0,1015.0,1018.0,1013.0,1015.0,16.0,16.0,16.0,16.0,16.0,16.0,27.0,24.0,14.0,11.0,0.0,0.0,-0.7071067811865476,0.0,0.7071067811865476,7.905694150420948,8.94427190999916,10.51189802081432,18.12456896039186,14.230249470757707,10.198039027185569,-2.449489742783178,-1.5811388300841898,0.0,0.0,0.0,-2.1213203435596424,2.0,2.0,0.0
24,29.0,30.0,23.0,23.0,17.0,16.0,61.0,59.0,59.0,55.0,57.0,47.0,93.0,84.0,67.0,58.0,40.0,32.0,1019.0,1017.0,1017.0,1015.0,1015.0,1013.0,16.0,16.0,16.0,16.0,13.0,16.0,26.0,27.0,13.0,14.0,0.0,0.0,0.0,0.7071067811865476,1.5811388300841898,2.5495097567963922,3.1622776601683795,7.0710678118654755,4.743416490252569,6.2048368229954285,6.041522986797286,1.224744871391589,1.224744871391589,1.224744871391589,0.0,0.0,0.0,2.0,2.0,0.0
26,30.0,29.0,24.0,23.0,19.0,17.0,64.0,61.0,61.0,59.0,57.0,57.0,87.0,93.0,65.0,67.0,43.0,40.0,1018.0,1019.0,1016.0,1017.0,1014.0,1015.0,16.0,16.0,16.0,16.0,16.0,13.0,29.0,26.0,16.0,13.0,0.0,0.0,1.5811388300841898,1.5811388300841898,1.4142135623730951,2.23606797749979,1.5811388300841898,1.4142135623730951,-4.743416490252569,-2.0,2.0,0.0,-0.7071067811865476,0.0,0.0,0.0,2.1213203435596424,-3.6742346141747673,1.5811388300841898,0.0
27,32.0,30.0,26.0,24.0,19.0,19.0,65.0,64.0,62.0,61.0,59.0,57.0,84.0,87.0,63.0,65.0,42.0,43.0,1019.0,1018.0,1016.0,1016.0,1015.0,1014.0,16.0,16.0,16.0,16.0,16.0,16.0,23.0,29.0,14.0,16.0,0.0,0.0,1.4142135623730951,1.5811388300841898,1.4142135623730951,1.0,1.5811388300841898,2.0,-2.1213203435596424,-2.0,-2.9154759474226504,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,-3.6742346141747673,-1.5811388300841898,0.0
26,32.0,32.0,27.0,26.0,21.0,19.0,66.0,65.0,64.0,62.0,61.0,59.0,84.0,84.0,61.0,63.0,38.0,42.0,1019.0,1019.0,1017.0,1016.0,1015.0,1015.0,16.0,16.0,16.0,16.0,16.0,16.0,26.0,23.0,13.0,14.0,0.0,0.0,-0.7071067811865476,0.0,1.4142135623730951,1.5811388300841898,1.5811388300841898,1.4142135623730951,4.242640687119285,6.2048368229954285,8.0,0.7071067811865476,1.0,0.0,0.0,0.0,-3.5355339059327378,1.5811388300841898,-1.5811388300841898,0.0
26,31.0,32.0,26.0,27.0,21.0,21.0,68.0,66.0,65.0,64.0,61.0,61.0,90.0,84.0,70.0,61.0,50.0,38.0,1020.0,1019.0,1018.0,1017.0,1015.0,1015.0,16.0,16.0,16.0,16.0,11.0,16.0,24.0,26.0,11.0,13.0,0.0,0.0,-1.5811388300841898,-0.7071067811865476,0.7071067811865476,2.5495097567963922,1.5811388300841898,0.7071067811865476,0.0,6.324555320336759,8.94427190999916,0.0,0.0,0.0,0.0,-2.1213203435596424,-8.54400374531753,-1.5811388300841898,-1.5811388300841898,3.5355339059327378
26,29.0,31.0,26.0,26.0,22.0,21.0,71.0,68.0,67.0,65.0,62.0,61.0,84.0,90.0,69.0,70.0,54.0,50.0,1019.0,1020.0,1017.0,1018.0,1015.0,1015.0,16.0,16.0,13.0,16.0,0.0,11.0,23.0,24.0,10.0,11.0,5.0,0.0,-1.224744871391589,0.0,0.0,2.0,1.5811388300841898,2.9154759474226504,8.154753215150045,7.035623639735144,5.70087712549569,-1.0,-1.0,-2.1213203435596424,0.0,-2.0,0.0,0.0,0.0,3.5355339059327378
27,30.0,29.0,26.0,26.0,21.0,22.0,70.0,71.0,68.0,67.0,66.0,62.0,97.0,84.0,79.0,69.0,61.0,54.0,1018.0,1019.0,1016.0,1017.0,1012.0,1015.0,16.0,16.0,14.0,13.0,11.0,0.0,24.0,23.0,11.0,10.0,5.0,5.0,1.0,0.7071067811865476,0.0,-2.23606797749979,-1.224744871391589,1.8708286933869707,0.0,-5.873670062235365,-7.745966692414834,-0.7071067811865476,-1.0,-2.1213203435596424,0.0,1.5811388300841898,8.54400374531753,0.7071067811865476,0.0,0.0
21,31.0,30.0,27.0,26.0,22.0,21.0,67.0,70.0,66.0,68.0,63.0,66.0,84.0,97.0,66.0,79.0,48.0,61.0,1018.0,1018.0,1015.0,1016.0,1012.0,1012.0,16.0,16.0,16.0,14.0,16.0,11.0,24.0,24.0,10.0,11.0,5.0,5.0,-4.898979485566356,-4.183300132670378,-2.7386127875258306,0.0,-1.5811388300841898,-2.5495097567963922,-6.6332495807108,7.745966692414834,15.0996688705415,0.7071067811865476,0.0,1.4142135623730951,0.0,-1.5811388300841898,-9.246621004453464,2.1213203435596424,-1.5811388300841898,24.748737341529164
20,24.0,31.0,21.0,27.0,18.0,22.0,70.0,67.0,65.0,66.0,61.0,63.0,93.0,84.0,83.0,66.0,73.0,48.0,1019.0,1018.0,1016.0,1015.0,1014.0,1012.0,16.0,16.0,13.0,16.0,2.0,16.0,27.0,24.0,8.0,10.0,40.0,5.0,-5.0,-4.301162633521313,-2.9154759474226504,0.0,-1.0,-1.4142135623730951,6.363961030678928,12.206555615733702,18.179658962697843,-1.224744871391589,-1.224744871391589,-1.5811388300841898,0.0,-3.0,-10.0,6.041522986797286,-2.5495097567963922,24.9098374141623
24,23.0,24.0,20.0,21.0,17.0,18.0,67.0,70.0,64.0,65.0,61.0,61.0,93.0,93.0,86.0,83.0,79.0,73.0,1017.0,1019.0,1014.0,1016.0,1011.0,1014.0,16.0,16.0,10.0,13.0,0.0,2.0,35.0,27.0,5.0,8.0,44.0,40.0,4.183300132670378,2.7386127875258306,2.0,-2.0,1.224744871391589,0.7071067811865476,2.8284271247461903,-8.215838362577491,-19.339079605813716,-2.5495097567963922,-2.0,-2.23606797749979,0.0,-2.0,1.5811388300841898,-6.324555320336759,-2.0,-30.983866769659336
26,29.0,23.0,24.0,20.0,20.0,17.0,68.0,67.0,66.0,64.0,62.0,61.0,97.0,93.0,74.0,86.0,51.0,79.0,1014.0,1017.0,1012.0,1014.0,1010.0,1011.0,16.0,16.0,11.0,10.0,3.0,0.0,23.0,35.0,6.0,5.0,0.0,44.0,4.743416490252569,3.1622776601683795,2.0,-2.0,-1.5811388300841898,0.0,0.0,-10.198039027185569,-21.828879952943073,-2.5495097567963922,-1.5811388300841898,-1.0,0.0,3.605551275463989,9.433981132056603,-10.606601717798213,-2.0,-31.11269837220809
27,32.0,29.0,26.0,24.0,19.0,20.0,65.0,68.0,63.0,66.0,61.0,62.0,93.0,97.0,66.0,74.0,38.0,51.0,1012.0,1014.0,1011.0,1012.0,1009.0,1010.0,16.0,16.0,16.0,11.0,16.0,3.0,14.0,23.0,3.0,6.0,0.0,0.0,2.5495097567963922,1.5811388300841898,0.0,-1.5811388300841898,-1.5811388300841898,-1.0,-6.96419413859206,-7.0710678118654755,-9.300537618869138,-1.5811388300841898,-1.0,-1.0,0.0,3.5355339059327378,9.192388155425117,-6.363961030678928,-1.5811388300841898,0.0
28,34.0,32.0,27.0,26.0,20.0,19.0,67.0,65.0,65.0,63.0,60.0,61.0,84.0,93.0,60.0,66.0,36.0,38.0,1011.0,1012.0,1010.0,1011.0,1008.0,1009.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,5.0,3.0,0.0,0.0,1.4142135623730951,1.0,1.0,2.0,2.0,3.4641016151377544,-6.363961030678928,-3.6742346141747673,3.24037034920393,0.0,0.0,1.224744871391589,0.0,0.0,0.0,1.4142135623730951,1.4142135623730951,0.0
27,34.0,34.0,28.0,27.0,21.0,20.0,69.0,67.0,67.0,65.0,65.0,60.0,84.0,84.0,63.0,60.0,41.0,36.0,1012.0,1011.0,1011.0,1010.0,1010.0,1008.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,5.0,5.0,0.0,0.0,-2.1213203435596424,0.0,1.0,2.0,2.0,3.24037034920393,6.363961030678928,4.743416490252569,4.527692569068709,2.23606797749979,1.5811388300841898,1.4142135623730951,0.0,-2.1213203435596424,-9.192388155425117,5.1478150704935,0.7071067811865476,0.0
28,31.0,34.0,27.0,28.0,22.0,21.0,71.0,69.0,69.0,67.0,63.0,65.0,93.0,84.0,69.0,63.0,45.0,41.0,1015.0,1012.0,1013.0,1011.0,1010.0,1010.0,16.0,16.0,13.0,16.0,3.0,16.0,23.0,16.0,6.0,5.0,0.0,0.0,-1.5811388300841898,0.0,1.0,1.4142135623730951,1.4142135623730951,2.449489742783178,4.743416490252569,4.0,3.1622776601683795,2.1213203435596424,1.4142135623730951,0.7071067811865476,0.0,0.0,-5.873670062235365,4.743416490252569,3.605551275463989,0.0
28,33.0,31.0,28.0,27.0,23.0,22.0,71.0,71.0,69.0,69.0,67.0,63.0,87.0,93.0,67.0,69.0,47.0,45.0,1015.0,1015.0,1013.0,1013.0,1011.0,1010.0,16.0,16.0,16.0,13.0,13.0,3.0,21.0,23.0,11.0,6.0,0.0,0.0,1.224744871391589,0.7071067811865476,1.0,0.7071067811865476,0.7071067811865476,2.9154759474226504,-5.522680508593631,-1.4142135623730951,3.8078865529319543,1.4142135623730951,1.4142135623730951,1.0,0.0,2.1213203435596424,7.3824115301167,-3.8078865529319543,3.4641016151377544,0.0
28,32.0,33.0,28.0,28.0,24.0,23.0,72.0,71.0,70.0,69.0,68.0,67.0,82.0,87.0,67.0,67.0,52.0,47.0,1017.0,1015.0,1015.0,1013.0,1012.0,1011.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,21.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,3.5355339059327378,-1.5811388300841898,-2.449489742783178,-2.0,0.0,0.0,2.1213203435596424,-2.8284271247461903,0.0,0.0
28,33.0,32.0,28.0,28.0,23.0,24.0,71.0,72.0,70.0,70.0,68.0,68.0,87.0,82.0,70.0,67.0,52.0,52.0,1014.0,1017.0,1011.0,1015.0,1009.0,1012.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,16.0,11.0,10.0,0.0,0.0,0.7071067811865476,0.0,-0.7071067811865476,0.0,0.0,0.0,3.5355339059327378,2.5495097567963922,2.8284271247461903,-2.5495097567963922,-2.9154759474226504,-2.23606797749979,0.0,0.0,0.0,3.5355339059327378,0.7071067811865476,0.0
28,33.0,33.0,28.0,28.0,23.0,23.0,72.0,71.0,70.0,70.0,68.0,68.0,87.0,87.0,72.0,70.0,56.0,52.0,1012.0,1014.0,1010.0,1011.0,1008.0,1009.0,16.0,16.0,16.0,16.0,16.0,16.0,23.0,19.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,1.5811388300841898,1.224744871391589,1.224744871391589,0.0,0.0,-1.4142135623730951,2.8284271247461903,0.0,0.0
28,33.0,33.0,28.0,28.0,23.0,23.0,71.0,72.0,70.0,70.0,69.0,68.0,87.0,87.0,70.0,72.0,52.0,56.0,1015.0,1012.0,1012.0,1010.0,1010.0,1008.0,16.0,16.0,16.0,16.0,14.0,16.0,23.0,23.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.224744871391589,4.242640687119285,-1.224744871391589,-3.5355339059327378,2.1213203435596424,1.4142135623730951,1.224744871391589,0.0,0.0,0.0,0.0,0.0,0.0
28,33.0,33.0,28.0,28.0,23.0,23.0,72.0,71.0,70.0,70.0,67.0,69.0,93.0,87.0,71.0,70.0,49.0,52.0,1015.0,1015.0,1012.0,1012.0,1009.0,1010.0,16.0,16.0,16.0,16.0,16.0,14.0,23.0,23.0,11.0,11.0,0.0,0.0,-0.7071067811865476,0.0,0.7071067811865476,0.7071067811865476,0.0,-2.5495097567963922,0.0,-2.7386127875258306,-3.0,0.7071067811865476,0.0,-1.0,0.0,0.0,-5.477225575051661,2.1213203435596424,0.0,0.0
25,32.0,33.0,28.0,28.0,24.0,23.0,72.0,72.0,70.0,70.0,64.0,67.0,87.0,93.0,67.0,71.0,46.0,49.0,1016.0,1015.0,1012.0,1012.0,1008.0,1009.0,16.0,16.0,16.0,16.0,8.0,16.0,26.0,23.0,11.0,11.0,0.0,0.0,-1.5811388300841898,-2.1213203435596424,-2.7386127875258306,2.1213203435596424,0.7071067811865476,-1.5811388300841898,-3.1622776601683795,7.245688373094719,13.2664991614216,-2.0,-2.1213203435596424,-1.0,0.0,-2.1213203435596424,-7.0710678118654755,0.0,-3.5355339059327378,9.899494936611665
26,30.0,32.0,25.0,28.0,20.0,24.0,75.0,72.0,71.0,70.0,66.0,64.0,91.0,87.0,78.0,67.0,65.0,46.0,1013.0,1016.0,1009.0,1012.0,1007.0,1008.0,16.0,16.0,13.0,16.0,2.0,8.0,23.0,26.0,6.0,11.0,14.0,0.0,1.5811388300841898,-2.0,-3.1622776601683795,-2.8284271247461903,-7.035623639735144,-6.928203230275509,5.0990195135927845,-6.123724356957945,-20.784609690826528,-2.1213203435596424,-1.5811388300841898,1.224744871391589,0.0,0.0,7.3484692283495345,-2.5495097567963922,-3.605551275463989,0.0
27,33.0,30.0,26.0,25.0,18.0,20.0,70.0,75.0,61.0,71.0,56.0,66.0,97.0,91.0,64.0,78.0,30.0,65.0,1013.0,1013.0,1011.0,1009.0,1009.0,1007.0,16.0,16.0,16.0,13.0,14.0,2.0,21.0,23.0,5.0,6.0,0.0,14.0,2.23606797749979,1.0,-1.224744871391589,-2.8284271247461903,-6.123724356957945,-5.656854249492381,-5.656854249492381,-9.899494936611665,-23.49468024894146,-0.7071067811865476,1.224744871391589,0.0,0.0,2.1213203435596424,8.602325267042627,0.0,2.0,-9.899494936611665
27,34.0,33.0,27.0,26.0,19.0,18.0,73.0,70.0,66.0,61.0,62.0,56.0,87.0,97.0,64.0,64.0,41.0,30.0,1012.0,1013.0,1010.0,1011.0,1007.0,1009.0,16.0,16.0,16.0,16.0,16.0,14.0,23.0,21.0,8.0,5.0,0.0,0.0,0.0,0.7071067811865476,1.0,2.23606797749979,5.522680508593631,5.522680508593631,-9.055385138137417,2.8284271247461903,13.152946437965905,2.0,-0.7071067811865476,-1.5811388300841898,0.0,-1.4142135623730951,-9.797958971132712,11.40175425099138,4.123105625617661,26.870057685088806
26,33.0,34.0,27.0,27.0,20.0,19.0,74.0,73.0,72.0,66.0,67.0,62.0,79.0,87.0,68.0,64.0,56.0,41.0,1015.0,1012.0,1010.0,1010.0,1006.0,1007.0,16.0,16.0,14.0,16.0,2.0,16.0,39.0,23.0,13.0,8.0,38.0,0.0,-1.0,-0.7071067811865476,0.7071067811865476,0.7071067811865476,4.242640687119285,3.5355339059327378,9.797958971132712,5.70087712549569,10.583005244258363,2.23606797749979,2.8284271247461903,4.183300132670378,0.0,-1.4142135623730951,-9.899494936611665,3.9370039370059056,-3.4641016151377544,0.0
33,32.0,33.0,26.0,27.0,20.0,20.0,74.0,74.0,72.0,72.0,67.0,67.0,95.0,79.0,75.0,68.0,55.0,56.0,1016.0,1015.0,1014.0,1010.0,1012.0,1006.0,16.0,16.0,14.0,14.0,2.0,2.0,24.0,39.0,6.0,13.0,0.0,38.0,-1.0,4.898979485566356,2.1213203435596424,0.0,0.0,0.0,11.313708498984761,5.1478150704935,2.7386127875258306,0.7071067811865476,2.8284271247461903,4.0,0.0,0.0,0.0,-10.606601717798213,-4.06201920231798,-26.870057685088806
28,31.0,32.0,33.0,26.0,23.0,20.0,74.0,74.0,72.0,72.0,67.0,67.0,95.0,95.0,77.0,75.0,59.0,55.0,1016.0,1016.0,1014.0,1014.0,1010.0,1012.0,16.0,16.0,14.0,14.0,2.0,2.0,24.0,24.0,10.0,6.0,0.0,0.0,1.224744871391589,3.4641016151377544,2.1213203435596424,0.0,0.0,0.0,0.0,1.4142135623730951,2.8284271247461903,-0.7071067811865476,-0.7071067811865476,0.0,0.0,0.0,0.0,-0.7071067811865476,4.0,0.0
29,33.0,31.0,28.0,33.0,23.0,23.0,74.0,74.0,72.0,72.0,67.0,67.0,95.0,95.0,77.0,77.0,59.0,59.0,1015.0,1016.0,1013.0,1014.0,1012.0,1010.0,16.0,16.0,14.0,14.0,2.0,2.0,23.0,24.0,14.0,10.0,0.0,0.0,1.4142135623730951,-3.4641016151377544,0.7071067811865476,0.0,0.0,0.0,-0.7071067811865476,-3.5355339059327378,-7.0710678118654755,2.0,2.0,2.0,0.0,0.0,0.0,-2.9154759474226504,2.7386127875258306,0.0
29,33.0,33.0,29.0,28.0,24.0,23.0,74.0,74.0,72.0,72.0,67.0,67.0,94.0,95.0,72.0,77.0,49.0,59.0,1018.0,1015.0,1016.0,1013.0,1014.0,1012.0,16.0,16.0,14.0,14.0,2.0,2.0,19.0,23.0,13.0,14.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,-1.4142135623730951,-2.1213203435596424,-0.7071067811865476,-4.301162633521313,-4.123105625617661,-7.0710678118654755,2.0,2.1213203435596424,1.224744871391589,0.0,1.4142135623730951,9.899494936611665,-2.8284271247461903,0.0,0.0
29,33.0,33.0,29.0,29.0,24.0,24.0,72.0,74.0,69.0,72.0,66.0,67.0,88.0,94.0,69.0,72.0,49.0,49.0,1017.0,1018.0,1016.0,1016.0,1013.0,1014.0,16.0,16.0,16.0,14.0,16.0,2.0,19.0,19.0,14.0,13.0,0.0,0.0,0.0,0.0,0.7071067811865476,1.5811388300841898,0.0,0.0,-3.6742346141747673,-2.23606797749979,-3.5355339059327378,-0.7071067811865476,-0.7071067811865476,-1.0,0.0,0.0,6.928203230275509,4.949747468305833,0.7071067811865476,0.7071067811865476
29,33.0,33.0,29.0,29.0,25.0,24.0,75.0,72.0,72.0,69.0,67.0,66.0,91.0,88.0,68.0,69.0,44.0,49.0,1017.0,1017.0,1015.0,1016.0,1012.0,1013.0,16.0,16.0,14.0,16.0,6.0,16.0,26.0,19.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.7071067811865476,-2.8284271247461903,0.7071067811865476,0.0,1.224744871391589,0.0,0.0,0.0,3.4641016151377544,-2.8284271247461903,0.0
28,33.0,33.0,29.0,29.0,24.0,25.0,74.0,75.0,71.0,72.0,66.0,67.0,88.0,91.0,68.0,68.0,47.0,44.0,1018.0,1017.0,1016.0,1015.0,1014.0,1012.0,16.0,16.0,16.0,14.0,16.0,6.0,21.0,26.0,10.0,14.0,0.0,1.0,0.0,-0.7071067811865476,-0.7071067811865476,-1.0,-0.7071067811865476,0.0,-2.1213203435596424,0.7071067811865476,3.0,1.5811388300841898,1.0,1.5811388300841898,0.0,1.4142135623730951,6.928203230275509,-3.5355339059327378,-3.1622776601683795,-0.7071067811865476
29,33.0,33.0,28.0,29.0,24.0,24.0,73.0,74.0,71.0,71.0,67.0,66.0,88.0,88.0,69.0,68.0,50.0,47.0,1020.0,1018.0,1017.0,1016.0,1015.0,1014.0,16.0,16.0,16.0,16.0,14.0,16.0,21.0,21.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,1.0,4.242640687119285,2.23606797749979,2.0,0.0,0.0,-2.0,0.0,0.0,-1.5811388300841898,2.1213203435596424,0.0,0.0
