,Mean TemperatureC,Mean TemperatureC_1,Mean TemperatureC_2,Mean TemperatureC_3,Mean TemperatureC_4,Mean TemperatureC_5,MeanDew PointC_1,MeanDew PointC_2,MeanDew PointC_3,MeanDew PointC_4,MeanDew PointC_5, Mean Humidity_1, Mean Humidity_2, Mean Humidity_3, Mean Humidity_4, Mean Humidity_5, Min Humidity_1, Min Humidity_2, Min Humidity_3, Min Humidity_4, Min Humidity_5, Mean Sea Level PressurehPa_1, Mean Sea Level PressurehPa_2, Mean Sea Level PressurehPa_3, Mean Sea Level PressurehPa_4, Mean Sea Level PressurehPa_5, Mean VisibilityKm_1, Mean VisibilityKm_2, Mean VisibilityKm_3, Mean VisibilityKm_4, Mean VisibilityKm_5, Mean Wind SpeedKm/h_1, Mean Wind SpeedKm/h_2, Mean Wind SpeedKm/h_3, Mean Wind SpeedKm/h_4, Mean Wind SpeedKm/h_5,Precipitationmm_1,Precipitationmm_2,Precipitationmm_3,Precipitationmm_4,Precipitationmm_5, CloudCover_1, CloudCover_2, CloudCover_3, CloudCover_4, CloudCover_5,WindDirDegrees_1,WindDirDegrees_2,WindDirDegrees_3,WindDirDegrees_4,WindDirDegrees_5,Mean TemperatureCtrend_in_last3_days,MeanDew PointCtrend_in_last3_days,Mean TemperatureCtrend_in_last6_days,MeanDew PointCtrend_in_last6_days
2216,17.0,14.0,11.0,14.0,16.0,17.0,6.0,4.0,5.0,9.0,9.0,57.0,60.0,54.0,66.0,58.0,33.0,34.0,34.0,45.0,34.0,1018.0,1020.0,1019.0,1014.0,1012.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,18.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,4.0,3.0,274.0,291.0,233.0,237.0,213.0,0.3333333333333311,0.22222222222221977,0.04824152791181105,0.03649783349440118
2217,20.0,17.0,14.0,11.0,14.0,16.0,7.0,6.0,4.0,5.0,9.0,54.0,57.0,60.0,54.0,66.0,36.0,33.0,34.0,34.0,45.0,1020.0,1018.0,1020.0,1019.0,1014.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,81.0,274.0,291.0,233.0,237.0,2.9999999999999942,1.6285393610547025,0.030618470092721107,0.0190636528059784
2218,17.0,20.0,17.0,14.0,11.0,14.0,9.0,7.0,6.0,4.0,5.0,49.0,54.0,57.0,60.0,54.0,34.0,36.0,33.0,34.0,34.0,1016.0,1020.0,1018.0,1020.0,1019.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,5.0,170.0,81.0,274.0,291.0,233.0,0.33333333333333137,0.6476030138606834,0.00280612540093448,0.0190636528059784
2219,10.0,17.0,20.0,17.0,14.0,11.0,9.0,9.0,7.0,6.0,4.0,61.0,49.0,54.0,57.0,60.0,35.0,34.0,36.0,33.0,34.0,1012.0,1016.0,1020.0,1018.0,1020.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,5.0,229.0,170.0,81.0,274.0,291.0,-0.7777777777777807,-0.07504940885147275,-0.0231902391691202,0.009746926647957503
2220,11.0,10.0,17.0,20.0,17.0,14.0,4.0,9.0,9.0,7.0,6.0,67.0,61.0,49.0,54.0,57.0,51.0,35.0,34.0,36.0,33.0,1014.0,1012.0,1016.0,1020.0,1018.0,10.0,10.0,10.0,10.0,10.0,16.0,11.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,3.0,17.0,229.0,170.0,81.0,274.0,-1.2677274614049754,-0.07504940885147275,0.09184438412008203,0.2510966516174626
2221,14.0,11.0,10.0,17.0,20.0,17.0,6.0,4.0,9.0,9.0,7.0,72.0,67.0,61.0,49.0,54.0,48.0,51.0,35.0,34.0,36.0,1013.0,1014.0,1012.0,1016.0,1020.0,10.0,10.0,10.0,10.0,10.0,14.0,16.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,2.0,2.0,14.0,17.0,229.0,170.0,81.0,0.0008275114552102789,0.09205083031274985,0.091844384120082,0.3069917096576346
2222,14.0,14.0,11.0,10.0,17.0,20.0,9.0,6.0,4.0,9.0,9.0,79.0,72.0,67.0,61.0,49.0,55.0,48.0,51.0,35.0,34.0,1019.0,1013.0,1014.0,1012.0,1016.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,16.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,4.0,2.0,10.0,14.0,17.0,229.0,170.0,0.829344623904192,0.5118278606313751,0.00020687786380257402,0.04872393690038271
2223,17.0,14.0,14.0,11.0,10.0,17.0,8.0,9.0,6.0,4.0,9.0,70.0,79.0,72.0,67.0,61.0,35.0,55.0,48.0,51.0,35.0,1021.0,1019.0,1013.0,1014.0,1012.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,14.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,5.0,4.0,6.0,10.0,14.0,17.0,229.0,1.3333333333333295,0.059544264984692584,0.00020687786380257402,-0.000224019109177789
2224,18.0,17.0,14.0,14.0,11.0,10.0,8.0,8.0,9.0,6.0,4.0,61.0,70.0,79.0,72.0,67.0,28.0,35.0,55.0,48.0,51.0,1019.0,1021.0,1019.0,1013.0,1014.0,10.0,10.0,10.0,10.0,10.0,6.0,3.0,10.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,6.0,5.0,317.0,6.0,10.0,14.0,17.0,0.8293446239041922,0.019063652805978132,0.22064162323525754,0.04872393690038271
2225,18.0,18.0,17.0,14.0,14.0,11.0,10.0,8.0,8.0,9.0,6.0,59.0,61.0,70.0,79.0,72.0,26.0,28.0,35.0,55.0,48.0,1019.0,1019.0,1021.0,1019.0,1013.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,3.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,6.0,358.0,317.0,6.0,10.0,14.0,0.8293446239041922,0.019063652805978132,0.8293446239041935,0.1821124233853441
2226,19.0,18.0,18.0,17.0,14.0,14.0,9.0,10.0,8.0,8.0,9.0,58.0,59.0,61.0,70.0,79.0,26.0,26.0,28.0,35.0,55.0,1020.0,1019.0,1019.0,1021.0,1019.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,5.0,330.0,358.0,317.0,6.0,10.0,0.4444444444444425,-0.11111111111111295,0.8293446239041935,-0.00199435471456935
2227,18.0,19.0,18.0,18.0,17.0,14.0,7.0,9.0,10.0,8.0,8.0,49.0,58.0,59.0,61.0,70.0,28.0,26.0,26.0,28.0,35.0,1020.0,1020.0,1019.0,1019.0,1021.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,8.0,330.0,358.0,317.0,6.0,-2.1912802922805886e-30,-0.6476030138606923,0.20733615597604804,-0.11111111111111228
2228,19.0,18.0,19.0,18.0,18.0,17.0,7.0,7.0,9.0,10.0,8.0,49.0,49.0,58.0,59.0,61.0,28.0,28.0,26.0,26.0,28.0,1021.0,1020.0,1020.0,1019.0,1019.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,20.0,8.0,330.0,358.0,317.0,0.11111111111111013,-7.499656800330314e-30,0.38689453417431874,0.0047659132014944774
2229,18.0,19.0,18.0,19.0,18.0,18.0,9.0,7.0,7.0,9.0,10.0,54.0,49.0,49.0,58.0,59.0,32.0,28.0,28.0,26.0,26.0,1018.0,1021.0,1020.0,1020.0,1019.0,9.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,69.0,20.0,8.0,330.0,358.0,-0.1111111111111121,0.8888888888888836,0.027777777777777533,0.09286515973632171
2230,17.0,18.0,19.0,18.0,19.0,18.0,11.0,9.0,7.0,7.0,9.0,66.0,54.0,49.0,49.0,58.0,46.0,32.0,28.0,28.0,26.0,1013.0,1018.0,1021.0,1020.0,1020.0,10.0,9.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,74.0,69.0,20.0,8.0,330.0,-0.1111111111111121,0.2222222222222196,-0.027777777777778026,-0.027777777777778366
2231,19.0,17.0,18.0,19.0,18.0,19.0,9.0,11.0,9.0,7.0,7.0,62.0,66.0,54.0,49.0,49.0,28.0,46.0,32.0,28.0,28.0,1017.0,1013.0,1018.0,1021.0,1020.0,10.0,10.0,9.0,10.0,10.0,6.0,10.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,261.0,74.0,69.0,20.0,8.0,-0.03812730561195832,-0.11111111111111299,0.004765913201494619,-0.027777777777778366
2232,20.0,19.0,17.0,18.0,19.0,18.0,8.0,9.0,11.0,9.0,7.0,52.0,62.0,66.0,54.0,49.0,24.0,28.0,46.0,32.0,28.0,1021.0,1017.0,1013.0,1018.0,1021.0,10.0,10.0,10.0,9.0,10.0,8.0,6.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,2.0,1.0,271.0,261.0,74.0,69.0,20.0,0.22222222222222085,-0.22222222222222487,0.004765913201494619,0.05555555555555473
2233,17.0,20.0,19.0,17.0,18.0,19.0,9.0,8.0,9.0,11.0,9.0,50.0,52.0,62.0,66.0,54.0,25.0,24.0,28.0,46.0,32.0,1021.0,1021.0,1017.0,1013.0,1018.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,4.0,2.0,315.0,271.0,261.0,74.0,69.0,0.05170511378245262,-0.55555555555556,-0.002806125400934625,-0.018762352212868302
2234,19.0,17.0,20.0,19.0,17.0,18.0,4.0,9.0,8.0,9.0,11.0,41.0,50.0,52.0,62.0,66.0,21.0,25.0,24.0,28.0,46.0,1025.0,1021.0,1021.0,1017.0,1013.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,8.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,4.0,22.0,315.0,271.0,261.0,74.0,0.05170511378245262,-0.006192010000093939,0.00025801095868503335,-0.04244066791667909
2235,20.0,19.0,17.0,20.0,19.0,17.0,5.0,4.0,9.0,8.0,9.0,42.0,41.0,50.0,52.0,62.0,25.0,21.0,25.0,24.0,28.0,1029.0,1025.0,1021.0,1021.0,1017.0,31.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,2.0,10.0,1.0,50.0,22.0,315.0,271.0,261.0,0.05170511378245262,-0.006192010000093939,0.12207760175616378,-0.07565081002347931
2236,21.0,20.0,19.0,17.0,20.0,19.0,6.0,5.0,4.0,9.0,8.0,40.0,42.0,41.0,50.0,52.0,17.0,25.0,21.0,25.0,24.0,1029.0,1029.0,1025.0,1021.0,1021.0,10.0,31.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,1.0,2.0,10.0,30.0,50.0,22.0,315.0,271.0,1.295206027721372,0.03812730561195658,0.46611941477586477,-0.07565081002347931
2237,19.0,21.0,20.0,19.0,17.0,20.0,4.0,6.0,5.0,4.0,9.0,37.0,40.0,42.0,41.0,50.0,14.0,17.0,25.0,21.0,25.0,1020.0,1029.0,1029.0,1025.0,1021.0,31.0,10.0,31.0,10.0,10.0,8.0,10.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,31.0,1.0,2.0,290.0,30.0,50.0,22.0,315.0,0.03812730561195714,-0.22222222222222504,0.044658198738520165,-0.07565081002347931
2238,14.0,19.0,21.0,20.0,19.0,17.0,3.0,4.0,6.0,5.0,4.0,34.0,37.0,40.0,42.0,41.0,24.0,14.0,17.0,25.0,21.0,1011.0,1020.0,1029.0,1029.0,1025.0,10.0,31.0,10.0,31.0,10.0,13.0,8.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,10.0,31.0,1.0,323.0,290.0,30.0,50.0,22.0,-0.7804435822878906,-1.6285393610547165,-0.10759698755944952,-0.458892234338379
2239,14.0,14.0,19.0,21.0,20.0,19.0,1.0,3.0,4.0,6.0,5.0,42.0,34.0,37.0,40.0,42.0,27.0,24.0,14.0,17.0,25.0,1018.0,1011.0,1020.0,1029.0,1029.0,10.0,10.0,31.0,10.0,31.0,19.0,13.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,31.0,10.0,31.0,1.0,323.0,290.0,30.0,50.0,-1.480506146704088,-0.6476030138606925,-0.0015480025000234236,-0.09286515973632384
2240,17.0,14.0,14.0,19.0,21.0,20.0,1.0,1.0,3.0,4.0,6.0,43.0,42.0,34.0,37.0,40.0,22.0,27.0,24.0,14.0,17.0,1020.0,1018.0,1011.0,1020.0,1029.0,10.0,10.0,10.0,31.0,10.0,8.0,19.0,13.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,31.0,10.0,17.0,1.0,323.0,290.0,30.0,-0.02822592306501901,0.011224501603737573,0.00018572814276494862,-0.03339002857964752
2241,18.0,17.0,14.0,14.0,19.0,21.0,4.0,1.0,1.0,3.0,4.0,45.0,43.0,42.0,34.0,37.0,24.0,22.0,27.0,24.0,14.0,1020.0,1020.0,1018.0,1011.0,1020.0,10.0,10.0,10.0,10.0,31.0,10.0,8.0,19.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,31.0,40.0,17.0,1.0,323.0,290.0,0.829344623904192,1.099886609507367,0.00018572814276494862,-0.01292627844561371
2242,21.0,18.0,17.0,14.0,14.0,19.0,6.0,4.0,1.0,1.0,3.0,43.0,45.0,43.0,42.0,34.0,21.0,24.0,22.0,27.0,24.0,1017.0,1020.0,1020.0,1018.0,1011.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,8.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,1.0,5.0,128.0,40.0,17.0,1.0,323.0,2.214244803363941,1.910167580605581,0.018397308747336416,0.08333333333333233
2243,22.0,21.0,18.0,17.0,14.0,14.0,7.0,6.0,4.0,1.0,1.0,42.0,43.0,45.0,43.0,42.0,19.0,21.0,24.0,22.0,27.0,1015.0,1017.0,1020.0,1020.0,1018.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,10.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,1.0,1.0,3.0,128.0,40.0,17.0,1.0,1.547578136697275,1.2952060277213688,0.2894500323811711,0.3868945341743175
2244,23.0,22.0,21.0,18.0,17.0,14.0,8.0,7.0,6.0,4.0,1.0,40.0,42.0,43.0,45.0,43.0,19.0,19.0,21.0,24.0,22.0,1014.0,1015.0,1017.0,1020.0,1020.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,1.0,149.0,3.0,128.0,40.0,17.0,1.5475781366972756,1.5475781366972716,1.1606836025229577,1.3142005466993327
2245,21.0,23.0,22.0,21.0,18.0,17.0,11.0,8.0,7.0,6.0,4.0,49.0,40.0,42.0,43.0,45.0,22.0,19.0,19.0,21.0,24.0,1015.0,1014.0,1015.0,1017.0,1020.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,5.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,10.0,10.0,11.0,149.0,3.0,128.0,40.0,0.038127305611957256,1.5475781366972716,0.7083713707070889,1.7241069454499345
2246,20.0,21.0,23.0,22.0,21.0,18.0,12.0,11.0,8.0,7.0,6.0,67.0,49.0,40.0,42.0,43.0,30.0,22.0,19.0,19.0,21.0,1014.0,1015.0,1014.0,1015.0,1017.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,10.0,308.0,11.0,149.0,3.0,128.0,-0.22222222222222343,0.3333333333333301,0.1492324859782431,0.7356676934815038
2247,23.0,20.0,21.0,23.0,22.0,21.0,11.0,12.0,11.0,8.0,7.0,52.0,67.0,49.0,40.0,42.0,34.0,30.0,22.0,19.0,19.0,1013.0,1014.0,1015.0,1014.0,1015.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,250.0,308.0,11.0,149.0,3.0,-0.051705113782453856,-0.11111111111111299,0.25838380928879384,0.20733615597604718
2248,21.0,23.0,20.0,21.0,23.0,22.0,10.0,11.0,12.0,11.0,8.0,45.0,52.0,67.0,49.0,40.0,30.0,34.0,30.0,22.0,19.0,1013.0,1013.0,1014.0,1015.0,1014.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,218.0,250.0,308.0,11.0,149.0,-0.05170511378245383,-0.03812730561195884,-0.0002580109586850797,0.2749716523768414
2249,20.0,21.0,23.0,20.0,21.0,23.0,12.0,10.0,11.0,12.0,11.0,59.0,45.0,52.0,67.0,49.0,41.0,30.0,34.0,30.0,22.0,1015.0,1013.0,1013.0,1014.0,1015.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,3.0,198.0,218.0,250.0,308.0,11.0,-0.05170511378245383,-0.03812730561195884,-0.12207760175616482,0.03649783349440119
2250,22.0,20.0,21.0,23.0,20.0,21.0,11.0,12.0,10.0,11.0,12.0,63.0,59.0,45.0,52.0,67.0,28.0,41.0,30.0,34.0,30.0,1019.0,1015.0,1013.0,1013.0,1014.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,4.0,289.0,198.0,218.0,250.0,308.0,-0.11111111111111191,0.019063652805978108,-0.07860198704584807,-0.009531826402989775
2251,24.0,22.0,20.0,21.0,23.0,20.0,11.0,11.0,12.0,10.0,11.0,52.0,63.0,59.0,45.0,52.0,24.0,28.0,41.0,30.0,34.0,1020.0,1019.0,1015.0,1013.0,1013.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,2.0,3.0,6.0,289.0,198.0,218.0,250.0,0.3714606389452897,-0.11111111111111299,0.03649783349440157,-0.06985329516004063
2252,24.0,24.0,22.0,20.0,21.0,23.0,11.0,11.0,11.0,12.0,10.0,44.0,52.0,63.0,59.0,45.0,20.0,24.0,28.0,41.0,30.0,1016.0,1020.0,1019.0,1015.0,1013.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,2.0,274.0,6.0,289.0,198.0,218.0,0.8888888888888867,-0.22222222222222499,0.12795696515784427,-0.11111111111111228
2253,24.0,24.0,24.0,22.0,20.0,21.0,9.0,11.0,11.0,11.0,12.0,38.0,44.0,52.0,63.0,59.0,14.0,20.0,24.0,28.0,41.0,1016.0,1016.0,1020.0,1019.0,1015.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,5.0,225.0,274.0,6.0,289.0,198.0,0.22222222222222113,-0.019063652805979686,0.004765913201494625,-3.1554436208840472e-30
2254,24.0,24.0,24.0,24.0,22.0,20.0,10.0,9.0,11.0,11.0,11.0,44.0,38.0,44.0,52.0,63.0,18.0,14.0,20.0,24.0,28.0,1018.0,1016.0,1016.0,1020.0,1019.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,270.0,225.0,274.0,6.0,289.0,0.0,-0.6476030138606925,0.09286515973632235,-0.3238015069303459
2255,26.0,24.0,24.0,24.0,24.0,22.0,6.0,10.0,9.0,11.0,11.0,33.0,44.0,38.0,44.0,52.0,14.0,18.0,14.0,20.0,24.0,1018.0,1018.0,1016.0,1016.0,1020.0,9.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,297.0,270.0,225.0,274.0,6.0,0.22222222222222113,0.019063652805978094,0.4999999999999991,-0.027777777777778366
2256,28.0,26.0,24.0,24.0,24.0,24.0,8.0,6.0,10.0,9.0,11.0,32.0,33.0,44.0,38.0,44.0,17.0,14.0,18.0,14.0,20.0,1018.0,1018.0,1018.0,1016.0,1016.0,9.0,9.0,10.0,10.0,10.0,6.0,8.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,6.0,297.0,270.0,225.0,274.0,0.8888888888888867,-0.03812730561195887,0.4999999999999991,-0.027777777777778366
2257,26.0,28.0,26.0,24.0,24.0,24.0,8.0,8.0,6.0,10.0,9.0,31.0,32.0,33.0,44.0,38.0,15.0,17.0,14.0,18.0,14.0,1019.0,1018.0,1018.0,1018.0,1016.0,10.0,9.0,9.0,10.0,10.0,11.0,6.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,131.0,6.0,297.0,270.0,225.0,0.22222222222222113,0.22222222222221955,0.055555555555555254,-0.027777777777778366
2258,26.0,26.0,28.0,26.0,24.0,24.0,8.0,8.0,8.0,6.0,10.0,33.0,31.0,32.0,33.0,44.0,15.0,15.0,17.0,14.0,18.0,1020.0,1019.0,1018.0,1018.0,1018.0,10.0,10.0,9.0,9.0,10.0,6.0,11.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,17.0,131.0,6.0,297.0,270.0,-1.4024193870595765e-30,0.33333333333333,0.055555555555555254,0.1279569651578435
2259,23.0,26.0,26.0,28.0,26.0,24.0,11.0,8.0,8.0,8.0,6.0,40.0,33.0,31.0,32.0,33.0,22.0,15.0,15.0,17.0,14.0,1023.0,1020.0,1019.0,1018.0,1018.0,10.0,10.0,10.0,9.0,9.0,6.0,6.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,290.0,17.0,131.0,6.0,297.0,-1.0998866095073754,0.33333333333333,-0.002806125400934617,0.03649783349440119
2260,23.0,23.0,26.0,26.0,28.0,26.0,11.0,11.0,8.0,8.0,8.0,50.0,40.0,33.0,31.0,32.0,20.0,22.0,15.0,15.0,17.0,1020.0,1023.0,1020.0,1019.0,1018.0,10.0,10.0,10.0,10.0,9.0,8.0,6.0,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,1.0,98.0,290.0,17.0,131.0,6.0,-0.3333333333333347,0.33333333333333,-0.002806125400934617,0.2749716523768414
2261,24.0,23.0,23.0,26.0,26.0,28.0,11.0,11.0,11.0,8.0,8.0,51.0,50.0,40.0,33.0,31.0,20.0,20.0,22.0,15.0,15.0,1015.0,1020.0,1023.0,1020.0,1019.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,2.0,3.0,291.0,98.0,290.0,17.0,131.0,-0.059544264984694534,-0.22222222222222499,-0.01488606624617364,0.0028061254009343626
2262,27.0,24.0,23.0,23.0,26.0,26.0,9.0,11.0,11.0,11.0,8.0,39.0,51.0,50.0,40.0,33.0,19.0,20.0,20.0,22.0,15.0,1015.0,1015.0,1020.0,1023.0,1020.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,2.0,18.0,291.0,98.0,290.0,17.0,0.8293446239041925,0.011224501603737573,-0.004765913201494814,0.11672336191297898
2263,27.0,27.0,24.0,23.0,23.0,26.0,12.0,9.0,11.0,11.0,11.0,43.0,39.0,51.0,50.0,40.0,23.0,19.0,20.0,20.0,22.0,1020.0,1015.0,1015.0,1020.0,1023.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0,19.0,18.0,291.0,98.0,290.0,0.8293446239041925,-0.40884546026173374,0.027777777777777554,-0.0009628601215106325
2264,27.0,27.0,27.0,24.0,23.0,23.0,7.0,12.0,9.0,11.0,11.0,28.0,43.0,39.0,51.0,50.0,15.0,23.0,19.0,20.0,20.0,1022.0,1020.0,1015.0,1015.0,1020.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,3.0,4.0,46.0,19.0,18.0,291.0,98.0,0.33333333333333176,0.09205083031274976,0.027777777777777554,-0.007056480766254917
2265,27.0,27.0,27.0,27.0,24.0,23.0,9.0,7.0,12.0,9.0,11.0,32.0,28.0,43.0,39.0,51.0,18.0,15.0,23.0,19.0,20.0,1021.0,1022.0,1020.0,1015.0,1015.0,10.0,10.0,10.0,10.0,10.0,8.0,11.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.0,3.0,142.0,46.0,19.0,18.0,291.0,0.0,-1.0389877065918376,0.20733615597604813,-0.20855740597695527
2266,26.0,27.0,27.0,27.0,27.0,24.0,4.0,9.0,7.0,12.0,9.0,25.0,32.0,28.0,43.0,39.0,10.0,18.0,15.0,23.0,19.0,1016.0,1021.0,1022.0,1020.0,1015.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,11.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,2.0,3.0,145.0,142.0,46.0,19.0,18.0,-0.111111111111112,0.09205083031274976,0.08333333333333294,-0.02822592306501907
2267,28.0,26.0,27.0,27.0,27.0,27.0,7.0,4.0,9.0,7.0,12.0,28.0,25.0,32.0,28.0,43.0,16.0,10.0,18.0,15.0,23.0,1012.0,1016.0,1021.0,1022.0,1020.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,2.0,172.0,145.0,142.0,46.0,19.0,0.01906365280597852,0.42054039241337543,0.12795696515784427,0.2265234788707168
2268,25.0,28.0,26.0,27.0,27.0,27.0,13.0,7.0,4.0,9.0,7.0,39.0,28.0,25.0,32.0,28.0,25.0,16.0,10.0,18.0,15.0,1012.0,1012.0,1016.0,1021.0,1022.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,10.0,10.0,164.0,172.0,145.0,142.0,46.0,-0.1929661116472465,2.983151386104732,-0.04824152791181163,0.125270946661714
