,Mean TemperatureC,Mean TemperatureC_1,Mean TemperatureC_2,Mean TemperatureC_3,Mean TemperatureC_4,Mean TemperatureC_5,MeanDew PointC_1,MeanDew PointC_2,MeanDew PointC_3,MeanDew PointC_4,MeanDew PointC_5, Mean Humidity_1, Mean Humidity_2, Mean Humidity_3, Mean Humidity_4, Mean Humidity_5, Min Humidity_1, Min Humidity_2, Min Humidity_3, Min Humidity_4, Min Humidity_5, Mean Sea Level PressurehPa_1, Mean Sea Level PressurehPa_2, Mean Sea Level PressurehPa_3, Mean Sea Level PressurehPa_4, Mean Sea Level PressurehPa_5, Mean VisibilityKm_1, Mean VisibilityKm_2, Mean VisibilityKm_3, Mean VisibilityKm_4, Mean VisibilityKm_5, Mean Wind SpeedKm/h_1, Mean Wind SpeedKm/h_2, Mean Wind SpeedKm/h_3, Mean Wind SpeedKm/h_4, Mean Wind SpeedKm/h_5,Precipitationmm_1,Precipitationmm_2,Precipitationmm_3,Precipitationmm_4,Precipitationmm_5, CloudCover_1, CloudCover_2, CloudCover_3, CloudCover_4, CloudCover_5,WindDirDegrees_1,WindDirDegrees_2,WindDirDegrees_3,WindDirDegrees_4,WindDirDegrees_5
1173,21.0,19.0,17.0,18.0,20.0,17.0,8.0,9.0,12.0,11.0,11.0,48.0,68.0,71.0,61.0,64.0,33.0,29.0,44.0,32.0,41.0,1020.0,1019.0,1018.0,1019.0,1020.0,10.0,10.0,10.0,10.0,10.0,14.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,6.0,4.0,255.0,244.0,234.0,278.0,284.0
1174,21.0,21.0,19.0,17.0,18.0,20.0,12.0,8.0,9.0,12.0,11.0,57.0,48.0,68.0,71.0,61.0,35.0,33.0,29.0,44.0,32.0,1022.0,1020.0,1019.0,1018.0,1019.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,6.0,291.0,255.0,244.0,234.0,278.0
1175,23.0,21.0,21.0,19.0,17.0,18.0,12.0,12.0,8.0,9.0,12.0,57.0,57.0,48.0,68.0,71.0,22.0,35.0,33.0,29.0,44.0,1022.0,1022.0,1020.0,1019.0,1018.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,14.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,4.0,263.0,291.0,255.0,244.0,234.0
1176,20.0,23.0,21.0,21.0,19.0,17.0,11.0,12.0,12.0,8.0,9.0,47.0,57.0,57.0,48.0,68.0,23.0,22.0,35.0,33.0,29.0,1021.0,1022.0,1022.0,1020.0,1019.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,10.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,3.0,359.0,263.0,291.0,255.0,244.0
1177,14.0,20.0,23.0,21.0,21.0,19.0,13.0,11.0,12.0,12.0,8.0,64.0,47.0,57.0,57.0,48.0,60.0,23.0,22.0,35.0,33.0,1021.0,1021.0,1022.0,1022.0,1020.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,2.0,5.0,335.0,359.0,263.0,291.0,255.0
1178,17.0,14.0,20.0,23.0,21.0,21.0,1.0,13.0,11.0,12.0,12.0,39.0,64.0,47.0,57.0,57.0,26.0,60.0,23.0,22.0,35.0,1021.0,1021.0,1021.0,1022.0,1022.0,10.0,10.0,10.0,10.0,10.0,13.0,3.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,2.0,2.0,340.0,335.0,359.0,263.0,291.0
1179,18.0,17.0,14.0,20.0,23.0,21.0,4.0,1.0,13.0,11.0,12.0,43.0,39.0,64.0,47.0,57.0,27.0,26.0,60.0,23.0,22.0,1024.0,1021.0,1021.0,1021.0,1022.0,10.0,10.0,10.0,10.0,10.0,5.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,3.0,2.0,7.0,340.0,335.0,359.0,263.0
1180,20.0,18.0,17.0,14.0,20.0,23.0,3.0,4.0,1.0,13.0,11.0,41.0,43.0,39.0,64.0,47.0,12.0,27.0,26.0,60.0,23.0,1025.0,1024.0,1021.0,1021.0,1021.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,3.0,48.0,7.0,340.0,335.0,359.0
1181,22.0,20.0,18.0,17.0,14.0,20.0,5.0,3.0,4.0,1.0,13.0,34.0,41.0,43.0,39.0,64.0,20.0,12.0,27.0,26.0,60.0,1024.0,1025.0,1024.0,1021.0,1021.0,10.0,10.0,10.0,10.0,10.0,2.0,6.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,10.0,65.0,48.0,7.0,340.0,335.0
1182,24.0,22.0,20.0,18.0,17.0,14.0,9.0,5.0,3.0,4.0,1.0,45.0,34.0,41.0,43.0,39.0,22.0,20.0,12.0,27.0,26.0,1025.0,1024.0,1025.0,1024.0,1021.0,10.0,10.0,10.0,10.0,10.0,5.0,2.0,6.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,62.0,65.0,48.0,7.0,340.0
1183,24.0,24.0,22.0,20.0,18.0,17.0,9.0,9.0,5.0,3.0,4.0,41.0,45.0,34.0,41.0,43.0,20.0,22.0,20.0,12.0,27.0,1024.0,1025.0,1024.0,1025.0,1024.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,1.0,29.0,62.0,65.0,48.0,7.0
1184,25.0,24.0,24.0,22.0,20.0,18.0,6.0,9.0,9.0,5.0,3.0,33.0,41.0,45.0,34.0,41.0,15.0,20.0,22.0,20.0,12.0,1023.0,1024.0,1025.0,1024.0,1025.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,77.0,29.0,62.0,65.0,48.0
1185,26.0,25.0,24.0,24.0,22.0,20.0,4.0,6.0,9.0,9.0,5.0,30.0,33.0,41.0,45.0,34.0,9.0,15.0,20.0,22.0,20.0,1021.0,1023.0,1024.0,1025.0,1024.0,31.0,10.0,10.0,10.0,10.0,6.0,8.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,1.0,10.0,109.0,77.0,29.0,62.0,65.0
1186,24.0,26.0,25.0,24.0,24.0,22.0,4.0,4.0,6.0,9.0,9.0,26.0,30.0,33.0,41.0,45.0,12.0,9.0,15.0,20.0,22.0,1020.0,1021.0,1023.0,1024.0,1025.0,10.0,31.0,10.0,10.0,10.0,11.0,6.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,1.0,1.0,154.0,109.0,77.0,29.0,62.0
1187,22.0,24.0,26.0,25.0,24.0,24.0,8.0,4.0,4.0,6.0,9.0,36.0,26.0,30.0,33.0,41.0,22.0,12.0,9.0,15.0,20.0,1020.0,1020.0,1021.0,1023.0,1024.0,10.0,10.0,31.0,10.0,10.0,13.0,11.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,31.0,1.0,1.0,148.0,154.0,109.0,77.0,29.0
1188,20.0,22.0,24.0,26.0,25.0,24.0,8.0,8.0,4.0,4.0,6.0,40.0,36.0,26.0,30.0,33.0,28.0,22.0,12.0,9.0,15.0,1019.0,1020.0,1020.0,1021.0,1023.0,10.0,10.0,10.0,31.0,10.0,18.0,13.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,31.0,1.0,204.0,148.0,154.0,109.0,77.0
1189,23.0,20.0,22.0,24.0,26.0,25.0,8.0,8.0,8.0,4.0,4.0,43.0,40.0,36.0,26.0,30.0,22.0,28.0,22.0,12.0,9.0,1020.0,1019.0,1020.0,1020.0,1021.0,10.0,10.0,10.0,10.0,31.0,6.0,18.0,13.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,31.0,238.0,204.0,148.0,154.0,109.0
1190,24.0,23.0,20.0,22.0,24.0,26.0,9.0,8.0,8.0,8.0,4.0,42.0,43.0,40.0,36.0,26.0,15.0,22.0,28.0,22.0,12.0,1021.0,1020.0,1019.0,1020.0,1020.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,18.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,225.0,238.0,204.0,148.0,154.0
1191,21.0,24.0,23.0,20.0,22.0,24.0,7.0,9.0,8.0,8.0,8.0,35.0,42.0,43.0,40.0,36.0,12.0,15.0,22.0,28.0,22.0,1020.0,1021.0,1020.0,1019.0,1020.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,6.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,274.0,225.0,238.0,204.0,148.0
1192,26.0,21.0,24.0,23.0,20.0,22.0,10.0,7.0,9.0,8.0,8.0,53.0,35.0,42.0,43.0,40.0,21.0,12.0,15.0,22.0,28.0,1021.0,1020.0,1021.0,1020.0,1019.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,8.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,4.0,17.0,274.0,225.0,238.0,204.0
1193,28.0,26.0,21.0,24.0,23.0,20.0,11.0,10.0,7.0,9.0,8.0,38.0,53.0,35.0,42.0,43.0,24.0,21.0,12.0,15.0,22.0,1017.0,1021.0,1020.0,1021.0,1020.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,1.0,1.0,39.0,17.0,274.0,225.0,238.0
1194,26.0,28.0,26.0,21.0,24.0,23.0,12.0,11.0,10.0,7.0,9.0,40.0,38.0,53.0,35.0,42.0,18.0,24.0,21.0,12.0,15.0,1017.0,1017.0,1021.0,1020.0,1021.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10.0,1.0,1.0,181.0,39.0,17.0,274.0,225.0
1195,24.0,26.0,28.0,26.0,21.0,24.0,9.0,12.0,11.0,10.0,7.0,34.0,40.0,38.0,53.0,35.0,17.0,18.0,24.0,21.0,12.0,1019.0,1017.0,1017.0,1021.0,1020.0,31.0,10.0,10.0,10.0,10.0,18.0,6.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,10.0,10.0,1.0,240.0,181.0,39.0,17.0,274.0
1196,26.0,24.0,26.0,28.0,26.0,21.0,8.0,9.0,12.0,11.0,10.0,36.0,34.0,40.0,38.0,53.0,17.0,17.0,18.0,24.0,21.0,1020.0,1019.0,1017.0,1017.0,1021.0,31.0,31.0,10.0,10.0,10.0,8.0,18.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,2.0,10.0,10.0,237.0,240.0,181.0,39.0,17.0
1197,24.0,26.0,24.0,26.0,28.0,26.0,8.0,8.0,9.0,12.0,11.0,34.0,36.0,34.0,40.0,38.0,13.0,17.0,17.0,18.0,24.0,1018.0,1020.0,1019.0,1017.0,1017.0,10.0,31.0,31.0,10.0,10.0,6.0,8.0,18.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,31.0,2.0,10.0,259.0,237.0,240.0,181.0,39.0
1198,24.0,24.0,26.0,24.0,26.0,28.0,4.0,8.0,8.0,9.0,12.0,28.0,34.0,36.0,34.0,40.0,9.0,13.0,17.0,17.0,18.0,1016.0,1018.0,1020.0,1019.0,1017.0,10.0,10.0,31.0,31.0,10.0,10.0,6.0,8.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,31.0,2.0,255.0,259.0,237.0,240.0,181.0
1199,23.0,24.0,24.0,26.0,24.0,26.0,7.0,4.0,8.0,8.0,9.0,31.0,28.0,34.0,36.0,34.0,18.0,9.0,13.0,17.0,17.0,1013.0,1016.0,1018.0,1020.0,1019.0,10.0,10.0,10.0,31.0,31.0,13.0,10.0,6.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,31.0,31.0,219.0,255.0,259.0,237.0,240.0
1200,22.0,23.0,24.0,24.0,26.0,24.0,8.0,7.0,4.0,8.0,8.0,37.0,31.0,28.0,34.0,36.0,19.0,18.0,9.0,13.0,17.0,1013.0,1013.0,1016.0,1018.0,1020.0,10.0,10.0,10.0,10.0,31.0,10.0,13.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,1.0,31.0,218.0,219.0,255.0,259.0,237.0
1201,20.0,22.0,23.0,24.0,24.0,26.0,8.0,8.0,7.0,4.0,8.0,42.0,37.0,31.0,28.0,34.0,26.0,19.0,18.0,9.0,13.0,1014.0,1013.0,1013.0,1016.0,1018.0,10.0,10.0,10.0,10.0,10.0,16.0,10.0,13.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,1.0,1.0,244.0,218.0,219.0,255.0,259.0
1202,22.0,20.0,22.0,23.0,24.0,24.0,5.0,8.0,8.0,7.0,4.0,38.0,42.0,37.0,31.0,28.0,15.0,26.0,19.0,18.0,9.0,1016.0,1014.0,1013.0,1013.0,1016.0,10.0,10.0,10.0,10.0,10.0,13.0,16.0,10.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,10.0,1.0,247.0,244.0,218.0,219.0,255.0
1203,26.0,22.0,20.0,22.0,23.0,24.0,4.0,5.0,8.0,8.0,7.0,33.0,38.0,42.0,37.0,31.0,15.0,15.0,26.0,19.0,18.0,1016.0,1016.0,1014.0,1013.0,1013.0,10.0,10.0,10.0,10.0,10.0,6.0,13.0,16.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,10.0,279.0,247.0,244.0,218.0,219.0
1204,23.0,26.0,22.0,20.0,22.0,23.0,9.0,4.0,5.0,8.0,8.0,37.0,33.0,38.0,42.0,37.0,15.0,15.0,15.0,26.0,19.0,1016.0,1016.0,1016.0,1014.0,1013.0,10.0,10.0,10.0,10.0,10.0,11.0,6.0,13.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,247.0,279.0,247.0,244.0,218.0
1205,23.0,23.0,26.0,22.0,20.0,22.0,4.0,9.0,4.0,5.0,8.0,28.0,37.0,33.0,38.0,42.0,14.0,15.0,15.0,15.0,26.0,1017.0,1016.0,1016.0,1016.0,1014.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,6.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,2.0,3.0,254.0,247.0,279.0,247.0,244.0
1206,23.0,23.0,23.0,26.0,22.0,20.0,7.0,4.0,9.0,4.0,5.0,39.0,28.0,37.0,33.0,38.0,22.0,14.0,15.0,15.0,15.0,1019.0,1017.0,1016.0,1016.0,1016.0,10.0,10.0,10.0,10.0,10.0,16.0,11.0,11.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,1.0,2.0,50.0,254.0,247.0,279.0,247.0
1207,20.0,23.0,23.0,23.0,26.0,22.0,5.0,7.0,4.0,9.0,4.0,35.0,39.0,28.0,37.0,33.0,16.0,22.0,14.0,15.0,15.0,1018.0,1019.0,1017.0,1016.0,1016.0,10.0,10.0,10.0,10.0,10.0,14.0,16.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,3.0,1.0,344.0,50.0,254.0,247.0,279.0
1208,18.0,20.0,23.0,23.0,23.0,26.0,9.0,5.0,7.0,4.0,9.0,46.0,35.0,39.0,28.0,37.0,27.0,16.0,22.0,14.0,15.0,1010.0,1018.0,1019.0,1017.0,1016.0,10.0,10.0,10.0,10.0,10.0,8.0,14.0,16.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,10.0,10.0,3.0,334.0,344.0,50.0,254.0,247.0
1209,19.0,18.0,20.0,23.0,23.0,23.0,4.0,9.0,5.0,7.0,4.0,41.0,46.0,35.0,39.0,28.0,22.0,27.0,16.0,22.0,14.0,1014.0,1010.0,1018.0,1019.0,1017.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,14.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,10.0,10.0,11.0,334.0,344.0,50.0,254.0
1210,22.0,19.0,18.0,20.0,23.0,23.0,2.0,4.0,9.0,5.0,7.0,35.0,41.0,46.0,35.0,39.0,16.0,22.0,27.0,16.0,22.0,1020.0,1014.0,1010.0,1018.0,1019.0,10.0,10.0,10.0,10.0,10.0,8.0,11.0,8.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,1.0,10.0,45.0,11.0,334.0,344.0,50.0
1211,24.0,22.0,19.0,18.0,20.0,23.0,5.0,2.0,4.0,9.0,5.0,32.0,35.0,41.0,46.0,35.0,15.0,16.0,22.0,27.0,16.0,1022.0,1020.0,1014.0,1010.0,1018.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,11.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,5.0,1.0,3.0,45.0,11.0,334.0,344.0
1212,24.0,24.0,22.0,19.0,18.0,20.0,8.0,5.0,2.0,4.0,9.0,35.0,32.0,35.0,41.0,46.0,20.0,15.0,16.0,22.0,27.0,1021.0,1022.0,1020.0,1014.0,1010.0,10.0,10.0,10.0,10.0,10.0,11.0,8.0,8.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,3.0,5.0,29.0,3.0,45.0,11.0,334.0
1213,24.0,24.0,24.0,22.0,19.0,18.0,9.0,8.0,5.0,2.0,4.0,38.0,35.0,32.0,35.0,41.0,24.0,20.0,15.0,16.0,22.0,1018.0,1021.0,1022.0,1020.0,1014.0,10.0,10.0,10.0,10.0,10.0,16.0,11.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,3.0,35.0,29.0,3.0,45.0,11.0
1214,24.0,24.0,24.0,24.0,22.0,19.0,9.0,9.0,8.0,5.0,2.0,40.0,38.0,35.0,32.0,35.0,18.0,24.0,20.0,15.0,16.0,1014.0,1018.0,1021.0,1022.0,1020.0,10.0,10.0,10.0,10.0,10.0,10.0,16.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,10.0,53.0,35.0,29.0,3.0,45.0
1215,24.0,24.0,24.0,24.0,24.0,22.0,15.0,9.0,9.0,8.0,5.0,60.0,40.0,38.0,35.0,32.0,31.0,18.0,24.0,20.0,15.0,1014.0,1014.0,1018.0,1021.0,1022.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,16.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,10.0,1.0,88.0,53.0,35.0,29.0,3.0
1216,24.0,24.0,24.0,24.0,24.0,24.0,13.0,15.0,9.0,9.0,8.0,50.0,60.0,40.0,38.0,35.0,24.0,31.0,18.0,24.0,20.0,1017.0,1014.0,1014.0,1018.0,1021.0,10.0,10.0,10.0,10.0,10.0,8.0,11.0,10.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,10.0,270.0,88.0,53.0,35.0,29.0
1217,25.0,24.0,24.0,24.0,24.0,24.0,9.0,13.0,15.0,9.0,9.0,41.0,50.0,60.0,40.0,38.0,12.0,24.0,31.0,18.0,24.0,1017.0,1017.0,1014.0,1014.0,1018.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,11.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,1.0,1.0,221.0,270.0,88.0,53.0,35.0
1218,27.0,25.0,24.0,24.0,24.0,24.0,5.0,9.0,13.0,15.0,9.0,29.0,41.0,50.0,60.0,40.0,11.0,12.0,24.0,31.0,18.0,1016.0,1017.0,1017.0,1014.0,1014.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,8.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,4.0,1.0,279.0,221.0,270.0,88.0,53.0
1219,26.0,27.0,25.0,24.0,24.0,24.0,7.0,5.0,9.0,13.0,15.0,29.0,29.0,41.0,50.0,60.0,16.0,11.0,12.0,24.0,31.0,1015.0,1016.0,1017.0,1017.0,1014.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,6.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10.0,2.0,4.0,206.0,279.0,221.0,270.0,88.0
1220,22.0,26.0,27.0,25.0,24.0,24.0,6.0,7.0,5.0,9.0,13.0,28.0,29.0,29.0,41.0,50.0,15.0,16.0,11.0,12.0,24.0,1014.0,1015.0,1016.0,1017.0,1017.0,10.0,10.0,10.0,10.0,10.0,13.0,8.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,10.0,2.0,217.0,206.0,279.0,221.0,270.0
1221,21.0,22.0,26.0,27.0,25.0,24.0,6.0,6.0,7.0,5.0,9.0,35.0,28.0,29.0,29.0,41.0,20.0,15.0,16.0,11.0,12.0,1012.0,1014.0,1015.0,1016.0,1017.0,10.0,10.0,10.0,10.0,10.0,11.0,13.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,10.0,10.0,219.0,217.0,206.0,279.0,221.0
1222,23.0,21.0,22.0,26.0,27.0,25.0,10.0,6.0,6.0,7.0,5.0,49.0,35.0,28.0,29.0,29.0,34.0,20.0,15.0,16.0,11.0,1014.0,1012.0,1014.0,1015.0,1016.0,10.0,10.0,10.0,10.0,10.0,14.0,11.0,13.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,10.0,247.0,219.0,217.0,206.0,279.0
1223,20.0,23.0,21.0,22.0,26.0,27.0,13.0,10.0,6.0,6.0,7.0,56.0,49.0,35.0,28.0,29.0,34.0,34.0,20.0,15.0,16.0,1012.0,1014.0,1012.0,1014.0,1015.0,10.0,10.0,10.0,10.0,10.0,23.0,14.0,11.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,2.0,235.0,247.0,219.0,217.0,206.0
1224,23.0,20.0,23.0,21.0,22.0,26.0,6.0,13.0,10.0,6.0,6.0,41.0,56.0,49.0,35.0,28.0,16.0,34.0,34.0,20.0,15.0,1015.0,1012.0,1014.0,1012.0,1014.0,10.0,10.0,10.0,10.0,10.0,8.0,23.0,14.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,236.0,235.0,247.0,219.0,217.0
1225,24.0,23.0,20.0,23.0,21.0,22.0,4.0,6.0,13.0,10.0,6.0,31.0,41.0,56.0,49.0,35.0,13.0,16.0,34.0,34.0,20.0,1017.0,1015.0,1012.0,1014.0,1012.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,23.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,4.0,3.0,249.0,236.0,235.0,247.0,219.0
1226,26.0,24.0,23.0,20.0,23.0,21.0,7.0,4.0,6.0,13.0,10.0,33.0,31.0,41.0,56.0,49.0,14.0,13.0,16.0,34.0,34.0,1019.0,1017.0,1015.0,1012.0,1014.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,3.0,4.0,311.0,249.0,236.0,235.0,247.0
1227,28.0,26.0,24.0,23.0,20.0,23.0,9.0,7.0,4.0,6.0,13.0,36.0,33.0,31.0,41.0,56.0,17.0,14.0,13.0,16.0,34.0,1021.0,1019.0,1017.0,1015.0,1012.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.0,3.0,40.0,311.0,249.0,236.0,235.0
1228,28.0,28.0,26.0,24.0,23.0,20.0,10.0,9.0,7.0,4.0,6.0,35.0,36.0,33.0,31.0,41.0,17.0,17.0,14.0,13.0,16.0,1021.0,1021.0,1019.0,1017.0,1015.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,1.0,358.0,40.0,311.0,249.0,236.0
1229,28.0,28.0,28.0,26.0,24.0,23.0,9.0,10.0,9.0,7.0,4.0,33.0,35.0,36.0,33.0,31.0,10.0,17.0,17.0,14.0,13.0,1021.0,1021.0,1021.0,1019.0,1017.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,10.0,187.0,358.0,40.0,311.0,249.0
1230,28.0,28.0,28.0,28.0,26.0,24.0,7.0,9.0,10.0,9.0,7.0,27.0,33.0,35.0,36.0,33.0,13.0,10.0,17.0,17.0,14.0,1020.0,1021.0,1021.0,1021.0,1019.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,10.0,10.0,258.0,187.0,358.0,40.0,311.0
1231,22.0,28.0,28.0,28.0,28.0,26.0,7.0,7.0,9.0,10.0,9.0,28.0,27.0,33.0,35.0,36.0,10.0,13.0,10.0,17.0,17.0,1020.0,1020.0,1021.0,1021.0,1021.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,10.0,219.0,258.0,187.0,358.0,40.0
1232,19.0,22.0,28.0,28.0,28.0,28.0,8.0,7.0,7.0,9.0,10.0,40.0,28.0,27.0,33.0,35.0,23.0,10.0,13.0,10.0,17.0,1019.0,1020.0,1020.0,1021.0,1021.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,23.0,219.0,258.0,187.0,358.0
1233,19.0,19.0,22.0,28.0,28.0,28.0,5.0,8.0,7.0,7.0,9.0,41.0,40.0,28.0,27.0,33.0,20.0,23.0,10.0,13.0,10.0,1024.0,1019.0,1020.0,1020.0,1021.0,10.0,10.0,10.0,10.0,10.0,16.0,8.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,35.0,23.0,219.0,258.0,187.0
1234,21.0,19.0,19.0,22.0,28.0,28.0,6.0,5.0,8.0,7.0,7.0,42.0,41.0,40.0,28.0,27.0,24.0,20.0,23.0,10.0,13.0,1024.0,1024.0,1019.0,1020.0,1020.0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,51.0,35.0,23.0,219.0,258.0
1235,22.0,21.0,19.0,19.0,22.0,28.0,4.0,6.0,5.0,8.0,7.0,37.0,42.0,41.0,40.0,28.0,15.0,24.0,20.0,23.0,10.0,1023.0,1024.0,1024.0,1019.0,1020.0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,45.0,51.0,35.0,23.0,219.0
